DATE,CCUSMA02MXM618N_NBD19600101
1970-11-01,100.00000
1970-12-01,100.00000
1971-01-01,100.00000
1971-02-01,100.00000
1971-03-01,100.00000
1971-04-01,100.00000
1971-05-01,100.00000
1971-06-01,100.00000
1971-07-01,100.00000
1971-08-01,100.00000
1971-09-01,100.00000
1971-10-01,100.00000
1971-11-01,100.00000
1971-12-01,100.00000
1972-01-01,100.00000
1972-02-01,100.00000
1972-03-01,100.00000
1972-04-01,100.00000
1972-05-01,100.00000
1972-06-01,100.00000
1972-07-01,100.00000
1972-08-01,100.00000
1972-09-01,100.00000
1972-10-01,100.00000
1972-11-01,100.00000
1972-12-01,100.00000
1973-01-01,100.00000
1973-02-01,100.00000
1973-03-01,100.00000
1973-04-01,100.00000
1973-05-01,100.00000
1973-06-01,100.00000
1973-07-01,100.00000
1973-08-01,100.00000
1973-09-01,100.00000
1973-10-01,100.00000
1973-11-01,100.00000
1973-12-01,100.00000
1974-01-01,100.00000
1974-02-01,100.00000
1974-03-01,100.00000
1974-04-01,100.00000
1974-05-01,100.00000
1974-06-01,100.00000
1974-07-01,100.00000
1974-08-01,100.00000
1974-09-01,100.00000
1974-10-01,100.00000
1974-11-01,100.00000
1974-12-01,100.00000
1975-01-01,100.00000
1975-02-01,100.00000
1975-03-01,100.00000
1975-04-01,100.00000
1975-05-01,100.00000
1975-06-01,100.00000
1975-07-01,100.00000
1975-08-01,100.00000
1975-09-01,100.00000
1975-10-01,100.00000
1975-11-01,100.00000
1975-12-01,100.00000
1976-01-01,99.96000
1976-02-01,99.96000
1976-03-01,99.96000
1976-04-01,99.96000
1976-05-01,99.96000
1976-06-01,99.96000
1976-07-01,99.96000
1976-08-01,99.96000
1976-09-01,160.30000
1976-10-01,165.66600
1976-11-01,194.40000
1976-12-01,161.95800
1977-01-01,165.94095
1977-02-01,180.33000
1977-03-01,180.95455
1977-04-01,180.52632
1977-05-01,181.21905
1977-06-01,182.40000
1977-07-01,182.77333
1977-08-01,182.39304
1977-09-01,182.19200
1977-10-01,181.99200
1977-11-01,181.92001
1977-12-01,181.92001
1978-01-01,181.92001
1978-02-01,181.92001
1978-03-01,181.92001
1978-04-01,181.92001
1978-05-01,181.82095
1978-06-01,181.84000
1978-07-01,181.95048
1978-08-01,181.92001
1978-09-01,181.70399
1978-10-01,181.67999
1978-11-01,181.67999
1978-12-01,181.67999
1979-01-01,181.67999
1979-02-01,181.68841
1979-03-01,181.89333
1979-04-01,182.00000
1979-05-01,182.00000
1979-06-01,182.00000
1979-07-01,182.00000
1979-08-01,182.00000
1979-09-01,182.00000
1979-10-01,182.04364
1979-11-01,182.16001
1979-12-01,182.16001
1980-01-01,182.16001
1980-02-01,182.16001
1980-03-01,182.22400
1980-04-01,182.47201
1980-05-01,182.85600
1980-06-01,183.17334
1980-07-01,183.60696
1980-08-01,183.81714
1980-09-01,183.79429
1980-10-01,184.25043
1980-11-01,184.96000
1980-12-01,185.60000
1981-01-01,186.69715
1981-02-01,187.77474
1981-03-01,189.13091
1981-04-01,190.79200
1981-05-01,192.43789
1981-06-01,194.13818
1981-07-01,196.08696
1981-08-01,197.88190
1981-09-01,200.12800
1981-10-01,202.53714
1981-11-01,205.02737
1981-12-01,207.72952
1982-01-01,210.84000
1982-02-01,252.36632
1982-03-01,363.73565
1982-04-01,365.52000
1982-05-01,371.92000
1982-06-01,378.64000
1982-07-01,385.68000
1982-08-01,394.50182
1982-09-01,560.00000
1982-10-01,560.00000
1982-11-01,560.00000
1982-12-01,561.81333
1983-01-01,1201.33336
1983-02-01,1240.60002
1983-03-01,1281.90478
1983-04-01,1227.40002
1983-05-01,1201.27619
1983-06-01,1194.10910
1983-07-01,1195.56191
1983-08-01,1213.06088
1983-09-01,1222.22001
1983-10-01,1255.81998
1983-11-01,1296.57143
1983-12-01,1319.42856
1984-01-01,1327.64727
1984-02-01,1348.53715
1984-03-01,1382.36189
1984-04-01,1434.42107
1984-05-01,1589.45455
1984-06-01,1574.85714
1984-07-01,1566.90906
1984-08-01,1571.99998
1984-09-01,1576.60002
1984-10-01,1619.45456
1984-11-01,1679.30001
1984-12-01,1743.57777
1985-01-01,1811.90909
1985-02-01,1886.94735
1985-03-01,1960.79999
1985-04-01,1960.30001
1985-05-01,2032.54544
1985-06-01,2343.80000
1985-07-01,2767.65215
1985-08-01,2713.81816
1985-09-01,2975.20002
1985-10-01,3274.08698
1985-11-01,3934.00000
1985-12-01,3728.88890
1986-01-01,3586.90910
1986-02-01,3800.42105
1986-03-01,3805.33334
1986-04-01,4018.54545
1986-05-01,4276.00002
1986-06-01,5074.28571
1986-07-01,5083.47829
1986-08-01,5446.47621
1986-09-01,5948.40000
1986-10-01,6387.47827
1986-11-01,6778.52636
1986-12-01,7154.00007
1987-01-01,7603.04762
1987-02-01,8125.05268
1987-03-01,8659.80952
1987-04-01,9216.19992
1987-05-01,9887.15794
1987-06-01,10497.72735
1987-07-01,11131.47835
1987-08-01,11699.42856
1987-09-01,12304.79999
1987-10-01,12918.47619
1987-11-01,15596.21063
1987-12-01,18441.90443
1988-01-01,17912.75988
1988-02-01,18350.59996
1988-03-01,18250.09491
1988-04-01,18246.39969
1988-05-01,18269.33289
1988-06-01,18273.09019
1988-07-01,18275.99907
1988-08-01,18272.17326
1988-09-01,18275.99907
1988-10-01,18275.99907
1988-11-01,18275.99907
1988-12-01,18275.99907
1989-01-01,18346.36350
1989-02-01,18651.59988
1989-03-01,18978.80001
1989-04-01,19304.00009
1989-05-01,19650.47618
1989-06-01,19921.09099
1989-07-01,20165.52380
1989-08-01,20406.78257
1989-09-01,20657.35245
1989-10-01,20899.90489
1989-11-01,21157.57892
1989-12-01,21369.33337
1990-01-01,21617.41812
1990-02-01,21869.05279
1990-03-01,22104.30472
1990-04-01,22344.33696
1990-05-01,22574.72723
1990-06-01,22765.14262
1990-07-01,22936.90907
1990-08-01,23033.21722
1990-09-01,23140.58956
1990-10-01,23301.41822
1990-11-01,23462.62222
1990-12-01,23562.48444
1991-01-01,23665.59991
1991-02-01,23754.77921
1991-03-01,23847.24469
1991-04-01,23943.27250
1991-05-01,24055.27262
1991-06-01,24153.44000
1991-07-01,24247.82595
1991-08-01,24360.54550
1991-09-01,24446.59996
1991-10-01,24546.50423
1991-11-01,24564.12637
1991-12-01,24571.66341
1992-01-01,24536.07256
1992-02-01,24498.04030
1992-03-01,24537.27289
1992-04-01,24565.96012
1992-05-01,24819.95803
1992-06-01,24956.18196
1992-07-01,24923.13062
1992-08-01,24699.23819
1992-09-01,24711.92369
1992-10-01,24990.47624
1992-11-01,24940.63167
1992-12-01,24943.04757
1993-01-01,24866.80021
1993-02-01,24777.89477
1993-03-01,24864.00015
1993-04-01,24785.20041
1993-05-01,24999.80011
1993-06-01,24966.36391
1993-07-01,24985.63628
1993-08-01,24893.09103
1993-09-01,24911.99993
1993-10-01,24925.40007
1993-11-01,25228.88002
1993-12-01,24863.20010
1994-01-01,24858.47591
1994-02-01,24971.99974
1994-03-01,26419.67993
1994-04-01,26772.88008
1994-05-01,26503.99989
1994-06-01,26943.78185
1994-07-01,27216.60950
1994-08-01,27060.48700
1994-09-01,27193.78185
1994-10-01,27371.42863
1994-11-01,27543.45452
1994-12-01,32448.45717
1995-01-01,44749.09123
1995-02-01,45431.99997
1995-03-01,53985.45439
1995-04-01,49475.55584
1995-05-01,47765.71419
1995-06-01,49689.09073
1995-07-01,48984.38118
1995-08-01,49646.43478
1995-09-01,50519.80038
1995-10-01,53876.72754
1995-11-01,60946.47598
1995-12-01,61376.84210
1996-01-01,59838.18176
1996-02-01,60152.24037
1996-03-01,60532.79991
1996-04-01,59702.40040
1996-05-01,59472.90923
1996-06-01,60493.20011
1996-07-01,60963.99987
1996-08-01,60101.81818
1996-09-01,60357.20000
1996-10-01,61843.82609
1996-11-01,63216.00000
1996-12-01,62993.60000
1997-01-01,62623.45455
1997-02-01,62468.21053
1997-03-01,63677.77778
1997-04-01,63266.72727
1997-05-01,63213.14286
1997-06-01,63594.09524
1997-07-01,62970.08696
1997-08-01,62289.52381
1997-09-01,62242.10526
1997-10-01,63105.56522
1997-11-01,66224.92632
1997-12-01,64986.62857
1998-01-01,65812.72381
1998-02-01,68032.67368
1998-03-01,68525.23636
1998-04-01,67988.16842
1998-05-01,68799.07368
1998-06-01,71310.29091
1998-07-01,71176.97391
1998-08-01,74983.39048
1998-09-01,81831.04000
1998-10-01,81190.01905
1998-11-01,79796.29474
1998-12-01,79274.28000
1999-01-01,81098.04000
1999-02-01,79970.00000
1999-03-01,77847.33913
1999-04-01,75306.40000
1999-05-01,75176.58947
1999-06-01,76070.24762
1999-07-01,74925.45455
1999-08-01,75102.36364
1999-09-01,74689.41818
1999-10-01,76423.73333
1999-11-01,75182.28571
1999-12-01,75292.95238
2000-01-01,75904.80000
2000-02-01,75381.71429
2000-03-01,74304.34783
2000-04-01,75090.40000
2000-05-01,75971.82609
2000-06-01,78514.90909
2000-07-01,75517.33333
2000-08-01,74136.17391
2000-09-01,74766.00000
2000-10-01,76192.36364
2000-11-01,75996.72727
2000-12-01,75718.00000
2001-01-01,78071.63636
2001-02-01,77552.20000
2001-03-01,76714.00000
2001-04-01,74680.52000
2001-05-01,73573.07826
2001-06-01,72842.85714
2001-07-01,73240.72727
2001-08-01,73396.86957
2001-09-01,75125.64000
2001-10-01,74839.13043
2001-11-01,73741.81818
2001-12-01,73270.22222
2002-01-01,73295.23636
2002-02-01,72788.24000
2002-03-01,72514.28571
2002-04-01,73294.00000
2002-05-01,76059.23478
2002-06-01,78107.80000
2002-07-01,78195.37391
2002-08-01,78716.14545
2002-09-01,80530.74286
2002-10-01,80679.47826
2002-11-01,81520.53333
2002-12-01,81705.89474
2003-01-01,84947.92727
2003-02-01,87494.64000
2003-03-01,87389.63810
2003-04-01,84686.43636
2003-05-01,82086.21818
2003-06-01,84019.65714
2003-07-01,83620.69565
2003-08-01,86250.66667
2003-09-01,87384.54545
2003-10-01,89305.94783
2003-11-01,89122.52000
2003-12-01,89983.88571
2004-01-01,87394.85714
2004-02-01,88191.80000
2004-03-01,88087.65217
2004-04-01,90087.09091
2004-05-01,92014.32381
2004-06-01,91026.36364
2004-07-01,91722.54545
2004-08-01,91115.78182
2004-09-01,91898.98182
2004-10-01,91168.60952
2004-11-01,90935.96364
2004-12-01,89570.67826
2005-01-01,90018.85714
2005-02-01,89070.72000
2005-03-01,88954.33043
2005-04-01,88939.35238
2005-05-01,87772.36364
2005-06-01,86586.36364
2005-07-01,85478.66667
2005-08-01,85446.78261
2005-09-01,86185.45455
2005-10-01,86631.42857
2005-11-01,85296.50909
2005-12-01,85028.00000
2006-01-01,84414.54545
2006-02-01,83884.00000
2006-03-01,86042.43478
2006-04-01,88411.20000
2006-05-01,88705.73913
2006-06-01,91150.18182
2006-07-01,87893.71429
2006-08-01,86996.17391
2006-09-01,87856.00000
2006-10-01,87172.00000
2006-11-01,87328.36364
2006-12-01,86846.09524
2007-01-01,87590.60870
2007-02-01,87955.20000
2007-03-01,88930.18182
2007-04-01,87845.33333
2007-05-01,86587.82609
2007-06-01,86708.19048
2007-07-01,86479.63636
2007-08-01,88376.69565
2007-09-01,88250.80000
2007-10-01,86609.39130
2007-11-01,87046.18182
2007-12-01,86769.60000
2008-01-01,87280.34783
2008-02-01,86148.95238
2008-03-01,85873.90476
2008-04-01,84121.09091
2008-05-01,83521.81818
2008-06-01,82625.14286
2008-07-01,81737.39130
2008-08-01,80869.33333
2008-09-01,85179.27273
2008-10-01,101150.95652
2008-11-01,104865.60000
2008-12-01,107336.80000
2009-01-01,111285.20000
2009-02-01,116869.60000
2009-03-01,117128.00000
2009-04-01,107272.00000
2009-05-01,105500.57143
2009-06-01,106656.36364
2009-07-01,106893.56522
2009-08-01,104060.95238
2009-09-01,107239.27273
2009-10-01,105758.90909
2009-11-01,104875.80952
2009-12-01,102866.43478
2010-01-01,102544.76190
2010-02-01,103430.40000
2010-03-01,100565.56522
2010-04-01,97997.81818
2010-05-01,101905.90476
2010-06-01,101736.00000
2010-07-01,102564.00000
2010-08-01,102149.09091
2010-09-01,102424.00000
2010-10-01,99552.38095
2010-11-01,98678.18182
2010-12-01,99112.34783
2011-01-01,96989.29524
2011-02-01,96523.60000
2011-03-01,95983.65217
2011-04-01,93611.42857
2011-05-01,93224.00000
2011-06-01,94430.54545
2011-07-01,93352.00000
2011-08-01,97848.00000
2011-09-01,104434.18182
2011-10-01,107507.80952
2011-11-01,109576.72727
2011-12-01,110157.45455
2012-01-01,107222.90909
2012-02-01,102204.19048
2012-03-01,101942.54545
2012-04-01,104450.28571
2012-05-01,109008.34783
2012-06-01,111310.09524
2012-07-01,106853.45455
2012-08-01,105424.00000
2012-09-01,103471.20000
2012-10-01,103113.73913
2012-11-01,104521.09091
2012-12-01,102897.90476
2013-01-01,101585.39130
2013-02-01,101730.00000
2013-03-01,99986.66667
2013-04-01,97705.45455
2013-05-01,98509.71429
2013-06-01,103657.62000
2013-07-01,102095.04348
2013-08-01,103428.54545
2013-09-01,104594.19048
2013-10-01,103973.30435
2013-11-01,104593.71429
2013-12-01,104047.63636
2014-01-01,105706.08696
2014-02-01,106228.80000
2014-03-01,105620.00000
2014-04-01,104494.18182
2014-05-01,103441.27273
2014-06-01,103946.76190
2014-07-01,103733.13043
2014-08-01,105152.57143
2014-09-01,105907.09091
2014-10-01,107836.86957
2014-11-01,108976.00000
2014-12-01,116282.43478
2015-01-01,117574.90909
2015-02-01,119341.80000
2015-03-01,121942.63636
2015-04-01,121826.16000
2015-05-01,122132.00000
2015-06-01,124037.72727
2015-07-01,127528.24696
2015-08-01,132351.39048
2015-09-01,134811.12727
2015-10-01,132630.66182
2015-11-01,133105.66095
2015-12-01,136641.08522
2016-01-01,144394.99810
2016-02-01,147696.72000
2016-03-01,140982.73043
2016-04-01,139743.56571
2016-05-01,144663.56727
2016-06-01,148560.77455
2016-07-01,148182.62095
2016-08-01,147352.80348
2016-09-01,152395.48364
2016-10-01,150627.56571
2016-11-01,159973.48364
2016-12-01,163655.60364
2017-01-01,170176.56727
2017-02-01,161750.41200
2017-03-01,153823.17565
2017-04-01,150050.92800
2017-05-01,150082.64000
2017-06-01,144878.67636
2017-07-01,142249.85143
2017-08-01,142321.25217
2017-09-01,142342.72000
2017-10-01,149846.21818
2017-11-01,151021.84000
2017-12-01,153118.99429
2018-01-01,151143.95130
2018-02-01,148891.74000
2018-03-01,148767.68000
2018-04-01,146576.80381
2018-05-01,155788.45217
2018-06-01,161738.81524
2018-07-01,151628.85818
2018-08-01,150312.39304
2018-09-01,151671.64800
2018-10-01,152914.90087
2018-11-01,161489.91636
2018-12-01,160178.46095
2019-01-01,153158.68522
2019-02-01,153211.44000
2019-03-01,153555.94286
2019-04-01,151495.86545
2019-05-01,152668.89739
2019-06-01,153699.14400
2019-07-01,152131.24870
2019-08-01,157219.67273
2019-09-01,156346.80000
2019-10-01,154386.97739
2019-11-01,154295.56571
2019-12-01,152637.26545
2020-01-01,150205.91652
2020-02-01,150415.19200
2020-03-01,177136.35636
2020-04-01,192808.36727
2020-05-01,186672.76190
2020-06-01,177403.44364
2020-07-01,178688.33739
2020-08-01,177099.43619
2020-09-01,172399.61455
2020-10-01,169692.37091
2020-11-01,162835.04762
2020-12-01,159126.06261
2021-01-01,158724.75429
2021-02-01,161885.59600
2021-03-01,165453.23130
2021-04-01,160202.18909
2021-05-01,159341.13905
2021-06-01,159588.40000
2021-07-01,159404.18545
2021-08-01,160172.56000
2021-09-01,160013.82909
2021-10-01,163632.56762
2021-11-01,166361.99273
2021-12-01,166660.35826
2022-01-01,163615.62667
2022-02-01,163294.39600
2022-03-01,163943.63130
2022-04-01,160100.57524
2022-05-01,159801.79273
2022-06-01,159623.46545
2022-07-01,163760.19810
2022-08-01,160595.65217
2022-09-01,160124.90182
2022-10-01,159642.09905
2022-11-01,155432.53818
2022-12-01,156340.37091
2023-01-01,151532.52364
2023-02-01,148430.96800
2023-03-01,146639.29739
2023-04-01,144463.79200
2023-05-01,141622.09739
2023-06-01,137610.93091
2023-07-01,134893.90095
2023-08-01,135503.15130
2023-09-01,138079.39810
2023-10-01,143984.74909
2023-11-01,138722.73455
2023-12-01,137086.65524
