DATE,CRICCUSMA02STM_NBD19600101
1970-11-01,117.98753
1970-12-01,117.98753
1971-01-01,117.98753
1971-02-01,117.98753
1971-03-01,117.98753
1971-04-01,117.98753
1971-05-01,117.98753
1971-06-01,117.98753
1971-07-01,117.98753
1971-08-01,117.98753
1971-09-01,117.98753
1971-10-01,117.98753
1971-11-01,117.98753
1971-12-01,118.16563
1972-01-01,118.16563
1972-02-01,118.16563
1972-03-01,118.16563
1972-04-01,118.16563
1972-05-01,118.16563
1972-06-01,118.16563
1972-07-01,118.16563
1972-08-01,118.16563
1972-09-01,118.16563
1972-10-01,118.16563
1972-11-01,118.16563
1972-12-01,118.16563
1973-01-01,118.16563
1973-02-01,118.16563
1973-03-01,118.27427
1973-04-01,118.43277
1973-05-01,118.43277
1973-06-01,118.43277
1973-07-01,118.43277
1973-08-01,118.43277
1973-09-01,118.43277
1973-10-01,118.43277
1973-11-01,118.43277
1973-12-01,118.43277
1974-01-01,118.43277
1974-02-01,118.43277
1974-03-01,118.43277
1974-04-01,118.43277
1974-05-01,152.62689
1974-06-01,152.62689
1974-07-01,152.62689
1974-08-01,152.62689
1974-09-01,152.62689
1974-10-01,152.62689
1974-11-01,152.62689
1974-12-01,152.62689
1975-01-01,152.62689
1975-02-01,152.62689
1975-03-01,152.62689
1975-04-01,152.62689
1975-05-01,152.62689
1975-06-01,152.62689
1975-07-01,152.62689
1975-08-01,152.62689
1975-09-01,152.62689
1975-10-01,152.62689
1975-11-01,152.62689
1975-12-01,152.62689
1976-01-01,152.62689
1976-02-01,152.62689
1976-03-01,152.62689
1976-04-01,152.62689
1976-05-01,152.62689
1976-06-01,152.62689
1976-07-01,152.62689
1976-08-01,152.62689
1976-09-01,152.62689
1976-10-01,152.62689
1976-11-01,152.62689
1976-12-01,152.62689
1977-01-01,152.62689
1977-02-01,152.62689
1977-03-01,152.62689
1977-04-01,152.62689
1977-05-01,152.62689
1977-06-01,152.62689
1977-07-01,152.62689
1977-08-01,152.62689
1977-09-01,152.62689
1977-10-01,152.62689
1977-11-01,152.62689
1977-12-01,152.62689
1978-01-01,152.62689
1978-02-01,152.62689
1978-03-01,152.62689
1978-04-01,152.62689
1978-05-01,152.62689
1978-06-01,152.62689
1978-07-01,152.62689
1978-08-01,152.62689
1978-09-01,152.62689
1978-10-01,152.62689
1978-11-01,152.62689
1978-12-01,152.62689
1979-01-01,152.62689
1979-02-01,152.62689
1979-03-01,152.62689
1979-04-01,152.62689
1979-05-01,152.62689
1979-06-01,152.62689
1979-07-01,152.62689
1979-08-01,152.62689
1979-09-01,152.62689
1979-10-01,152.62689
1979-11-01,152.62689
1979-12-01,152.62689
1980-01-01,152.62689
1980-02-01,152.62689
1980-03-01,152.62689
1980-04-01,152.62689
1980-05-01,152.62689
1980-06-01,152.62689
1980-07-01,152.62689
1980-08-01,152.62689
1980-09-01,152.62689
1980-10-01,152.62689
1980-11-01,152.62689
1980-12-01,152.62689
1981-01-01,236.33126
1981-02-01,250.04452
1981-03-01,323.24132
1981-04-01,334.99555
1981-05-01,336.95459
1981-06-01,328.22796
1981-07-01,336.42030
1981-08-01,336.06411
1981-09-01,336.06411
1981-10-01,542.11932
1981-11-01,650.22262
1981-12-01,640.42743
1982-01-01,628.76224
1982-02-01,622.17275
1982-03-01,633.03651
1982-04-01,640.60552
1982-05-01,644.70169
1982-06-01,644.70169
1982-07-01,644.70169
1982-08-01,678.53963
1982-09-01,712.37756
1982-10-01,713.71327
1982-11-01,715.04898
1982-12-01,715.93945
1983-01-01,716.82992
1983-02-01,716.82992
1983-03-01,716.82992
1983-04-01,716.82992
1983-05-01,716.82992
1983-06-01,719.32324
1983-07-01,734.63936
1983-08-01,734.63936
1983-09-01,735.88602
1983-10-01,739.09172
1983-11-01,761.70971
1983-12-01,772.92965
1984-01-01,772.92965
1984-02-01,772.92965
1984-03-01,772.92965
1984-04-01,772.92965
1984-05-01,773.28584
1984-06-01,779.51914
1984-07-01,783.61532
1984-08-01,783.61532
1984-09-01,796.08192
1984-10-01,808.58771
1984-11-01,850.40071
1984-12-01,850.40071
1985-01-01,850.57881
1985-02-01,862.33304
1985-03-01,867.47284
1985-04-01,874.08727
1985-05-01,878.92431
1985-06-01,891.36242
1985-07-01,902.58237
1985-08-01,913.44613
1985-09-01,923.24132
1985-10-01,931.96794
1985-11-01,940.51647
1985-12-01,946.03740
1986-01-01,956.36687
1986-02-01,959.75067
1986-03-01,969.18967
1986-04-01,976.84773
1986-05-01,984.14960
1986-06-01,992.87622
1986-07-01,1001.24666
1986-08-01,1007.10597
1986-09-01,1016.91897
1986-10-01,1023.99822
1986-11-01,1032.85841
1986-12-01,1043.61888
1987-01-01,1050.25467
1987-02-01,1056.70347
1987-03-01,1066.65539
1987-04-01,1081.24132
1987-05-01,1091.41763
1987-06-01,1104.63045
1987-07-01,1114.97061
1987-08-01,1126.92075
1987-09-01,1145.29475
1987-10-01,1167.63847
1987-11-01,1191.15405
1987-12-01,1219.22529
1988-01-01,1267.26269
1988-02-01,1308.87088
1988-03-01,1312.89938
1988-04-01,1321.13268
1988-05-01,1332.92075
1988-06-01,1346.16206
1988-07-01,1356.76046
1988-08-01,1367.01692
1988-09-01,1379.45859
1988-10-01,1391.66340
1988-11-01,1403.29475
1988-12-01,1413.03473
1989-01-01,1417.57435
1989-02-01,1422.33660
1989-03-01,1427.74176
1989-04-01,1432.50223
1989-05-01,1438.17097
1989-06-01,1443.27694
1989-07-01,1450.98130
1989-08-01,1458.90828
1989-09-01,1466.51825
1989-10-01,1477.78094
1989-11-01,1486.28673
1989-12-01,1496.45236
1990-01-01,1508.26892
1990-02-01,1516.91897
1990-03-01,1530.06055
1990-04-01,1543.18789
1990-05-01,1567.50312
1990-06-01,1596.79430
1990-07-01,1628.22796
1990-08-01,1655.39982
1990-09-01,1696.57168
1990-10-01,1731.78985
1990-11-01,1774.38646
1990-12-01,1822.60018
1991-01-01,1884.68388
1991-02-01,1950.86376
1991-03-01,2024.70169
1991-04-01,2086.37578
1991-05-01,2134.46126
1991-06-01,2184.14960
1991-07-01,2222.97417
1991-08-01,2268.85129
1991-09-01,2304.63045
1991-10-01,2337.15049
1991-11-01,2367.83615
1991-12-01,2398.75334
1992-01-01,2428.29920
1992-02-01,2444.95102
1992-03-01,2404.50579
1992-04-01,2364.20303
1992-05-01,2319.85752
1992-06-01,2276.58059
1992-07-01,2392.69813
1992-08-01,2397.50668
1992-09-01,2414.78183
1992-10-01,2426.17987
1992-11-01,2434.37222
1992-12-01,2441.85218
1993-01-01,2452.71594
1993-02-01,2463.93588
1993-03-01,2461.44256
1993-04-01,2461.26447
1993-05-01,2461.26447
1993-06-01,2489.04719
1993-07-01,2518.25467
1993-08-01,2547.10596
1993-09-01,2581.47818
1993-10-01,2614.24755
1993-11-01,2649.86643
1993-12-01,2683.34817
1994-01-01,2704.89759
1994-02-01,2720.74799
1994-03-01,2733.39270
1994-04-01,2745.68121
1994-05-01,2756.18878
1994-06-01,2770.97061
1994-07-01,2792.16384
1994-08-01,2813.53517
1994-09-01,2837.75601
1994-10-01,2865.89492
1994-11-01,2898.30810
1994-12-01,2927.69368
1995-01-01,2951.05642
1995-02-01,2990.51647
1995-03-01,3036.11444
1995-04-01,3080.74799
1995-05-01,3122.10306
1995-06-01,3170.67918
1995-07-01,3213.39100
1995-08-01,3256.03778
1995-09-01,3301.27634
1995-10-01,3345.81073
1995-11-01,3374.78345
1995-12-01,3415.13802
1996-01-01,3436.26156
1996-02-01,3522.59678
1996-03-01,3565.94581
1996-04-01,3598.14620
1996-05-01,3634.59290
1996-06-01,3669.12733
1996-07-01,3706.29912
1996-08-01,3745.61240
1996-09-01,3782.07607
1996-10-01,3821.32099
1996-11-01,3860.78107
1996-12-01,3897.81834
1997-01-01,3893.56150
1997-02-01,3965.08904
1997-03-01,4004.01984
1997-04-01,4043.85574
1997-05-01,4081.85461
1997-06-01,4121.28228
1997-07-01,4155.86356
1997-08-01,4194.79710
1997-09-01,4227.96486
1997-10-01,4262.77053
1997-11-01,4296.03294
1997-12-01,4329.14553
1998-01-01,4357.66615
1998-02-01,4390.51647
1998-03-01,4430.71318
1998-04-01,4464.42969
1998-05-01,4503.46012
1998-06-01,4547.62786
1998-07-01,4594.82690
1998-08-01,4631.73531
1998-09-01,4670.07212
1998-10-01,4695.86327
1998-11-01,4738.49222
1998-12-01,4807.43497
1999-01-01,4846.03104
1999-02-01,4887.28174
1999-03-01,4865.29745
1999-04-01,4980.73164
1999-05-01,5018.11364
1999-06-01,5059.23524
1999-07-01,5080.46547
1999-08-01,5115.81648
1999-09-01,5142.28389
1999-10-01,5207.38099
1999-11-01,5251.08362
1999-12-01,5274.92167
2000-01-01,5305.84251
2000-02-01,5333.60327
2000-03-01,5371.95694
2000-04-01,5402.15351
2000-05-01,5433.38720
2000-06-01,5463.85372
2000-07-01,5484.81338
2000-08-01,5506.63781
2000-09-01,5536.69796
2000-10-01,5585.57225
2000-11-01,5616.25297
2000-12-01,5645.52236
2001-01-01,5673.03256
2001-02-01,5704.12128
2001-03-01,5734.23289
2001-04-01,5761.24954
2001-05-01,5789.56754
2001-06-01,5818.40096
2001-07-01,5855.52270
2001-08-01,5891.50745
2001-09-01,5926.49839
2001-10-01,5968.51384
2001-11-01,6015.54092
2001-12-01,6060.51621
2002-01-01,6103.67989
2002-02-01,6156.64087
2002-03-01,6207.33409
2002-04-01,6258.24317
2002-05-01,6314.72941
2002-06-01,6371.20044
2002-07-01,6422.12861
2002-08-01,6483.37027
2002-09-01,6539.31866
2002-10-01,6597.28824
2002-11-01,6656.25891
2002-12-01,6715.38703
2003-01-01,6769.29613
2003-02-01,6829.51745
2003-03-01,6888.49408
2003-04-01,6944.62729
2003-05-01,7001.07496
2003-06-01,7062.33108
2003-07-01,7124.84246
2003-08-01,7183.40974
2003-09-01,7241.21095
2003-10-01,7304.39227
2003-11-01,7365.65280
2003-12-01,7425.64396
2004-01-01,7474.95968
2004-02-01,7531.52092
2004-03-01,7588.77021
2004-04-01,7645.67109
2004-05-01,7701.15532
2004-06-01,7758.55047
2004-07-01,7817.20844
2004-08-01,7877.71221
2004-09-01,7942.17396
2004-10-01,8004.83195
2004-11-01,8067.56892
2004-12-01,8134.00255
2005-01-01,8198.07310
2005-02-01,8254.22831
2005-03-01,8310.27008
2005-04-01,8363.31111
2005-05-01,8428.35610
2005-06-01,8486.82376
2005-07-01,8543.94970
2005-08-01,8597.11796
2005-09-01,8653.76693
2005-10-01,8709.45036
2005-11-01,8765.60236
2005-12-01,8821.58050
2006-01-01,8868.71407
2006-02-01,8929.83810
2006-03-01,8980.53931
2006-04-01,9025.90578
2006-05-01,9066.53970
2006-06-01,9121.12166
2006-07-01,9170.83814
2006-08-01,9216.33527
2006-09-01,9263.95903
2006-10-01,9256.70185
2006-11-01,9206.74289
2006-12-01,9216.68574
2007-01-01,9241.55019
2007-02-01,9261.62065
2007-03-01,9257.52804
2007-04-01,9257.21714
2007-05-01,9250.20139
2007-06-01,9249.69138
2007-07-01,9249.59029
2007-08-01,9250.61728
2007-09-01,9240.69429
2007-10-01,9246.93112
2007-11-01,9174.43454
2007-12-01,8861.08145
2008-01-01,8845.31998
2008-02-01,8824.62214
2008-03-01,8794.71542
2008-04-01,8794.09786
2008-05-01,9088.49971
2008-06-01,9271.67874
2008-07-01,9589.27886
2008-08-01,9869.03633
2008-09-01,9891.66542
2008-10-01,9895.40763
2008-11-01,9910.59527
2008-12-01,9751.24836
2009-01-01,9896.82643
2009-02-01,9973.41878
2009-03-01,10035.51242
2009-04-01,10062.65206
2009-05-01,10186.95568
2009-06-01,10220.04678
2009-07-01,10345.10642
2009-08-01,10411.18525
2009-09-01,10408.00914
2009-10-01,10305.79543
2009-11-01,10033.87931
2009-12-01,10056.60211
2010-01-01,9941.60954
2010-02-01,9812.33232
2010-03-01,9510.97502
2010-04-01,9108.04970
2010-05-01,9283.46630
2010-06-01,9496.96389
2010-07-01,9282.64348
2010-08-01,9067.71601
2010-09-01,8999.43300
2010-10-01,9019.03837
2010-11-01,9069.53687
2010-12-01,8942.81505
2011-01-01,8952.97374
2011-02-01,8875.46589
2011-03-01,8866.49029
2011-04-01,8859.11351
2011-05-01,8845.38103
2011-06-01,8959.03796
2011-07-01,8953.82249
2011-08-01,8969.91737
2011-09-01,9039.70630
2011-10-01,9109.14573
2011-11-01,8998.66364
2011-12-01,8938.15178
2012-01-01,9043.34881
2012-02-01,9098.62934
2012-03-01,9054.72233
2012-04-01,8997.70927
2012-05-01,8984.39629
2012-06-01,8914.08972
2012-07-01,8913.82530
2012-08-01,8897.28552
2012-09-01,8898.57524
2012-10-01,8894.65313
2012-11-01,8897.95927
2012-12-01,8930.83890
2013-01-01,8913.15885
2013-02-01,8900.69349
2013-03-01,8893.94784
2013-04-01,8899.94252
2013-05-01,8902.58863
2013-06-01,8908.48067
2013-07-01,8923.88322
2013-08-01,8971.66550
2013-09-01,9002.15672
2013-10-01,8962.33597
2013-11-01,8917.69367
2013-12-01,8864.34720
2014-01-01,8932.26071
2014-02-01,9059.97257
2014-03-01,9708.64529
2014-04-01,9770.45972
2014-05-01,9847.08030
2014-06-01,9835.70648
2014-07-01,9603.30844
2014-08-01,9645.85684
2014-09-01,9627.73212
2014-10-01,9617.49769
2014-11-01,9597.43365
2014-12-01,9564.73196
2015-01-01,9612.19808
2015-02-01,9596.65930
2015-03-01,9531.65020
2015-04-01,9481.72791
2015-05-01,9466.38578
2015-06-01,9527.52642
2015-07-01,9518.80273
2015-08-01,9499.45935
2015-09-01,9523.04921
2015-10-01,9525.42952
2015-11-01,9483.55391
2015-12-01,9482.03755
2016-01-01,9528.95144
2016-02-01,9542.66929
2016-03-01,9520.01029
2016-04-01,9537.13488
2016-05-01,9561.01116
2016-06-01,9662.49679
2016-07-01,9756.95381
2016-08-01,9792.95195
2016-09-01,9826.55905
2016-10-01,9845.63702
2016-11-01,9855.54723
2016-12-01,9821.44984
2017-01-01,9855.32469
2017-02-01,9958.14630
2017-03-01,9966.04405
2017-04-01,9967.13062
2017-05-01,10200.87707
2017-06-01,10148.59345
2017-07-01,10217.46003
2017-08-01,10269.41213
2017-09-01,10298.13645
2017-10-01,10207.90698
2017-11-01,10139.14214
2017-12-01,10114.16053
2018-01-01,10147.20043
2018-02-01,10184.54380
2018-03-01,10125.97951
2018-04-01,10083.27947
2018-05-01,10074.58592
2018-06-01,10102.98850
2018-07-01,10101.06718
2018-08-01,10121.57520
2018-09-01,10321.76651
2018-10-01,10556.70586
2018-11-01,10861.16554
2018-12-01,10671.81325
2019-01-01,10755.44891
2019-02-01,10857.94621
2019-03-01,10738.56472
2019-04-01,10676.25183
2019-05-01,10535.61825
2019-06-01,10439.84719
2019-07-01,10271.45301
2019-08-01,10137.07010
2019-09-01,10298.90870
2019-10-01,10362.17963
2019-11-01,10270.29427
2019-12-01,10110.91815
2020-01-01,10118.89255
2020-02-01,10148.43232
2020-03-01,10159.25718
2020-04-01,10147.02452
2020-05-01,10127.09061
2020-06-01,10281.18230
2020-07-01,10372.92879
2020-08-01,10568.67980
2020-09-01,10652.31506
2020-10-01,10749.58260
2020-11-01,10835.80621
2020-12-01,10792.56997
2021-01-01,10896.65478
2021-02-01,10893.30863
2021-03-01,10896.59645
2021-04-01,10936.92220
2021-05-01,10979.36962
2021-06-01,11022.38273
2021-07-01,11040.11608
2021-08-01,11060.28510
2021-09-01,11126.15153
2021-10-01,11198.31691
2021-11-01,11376.29158
2021-12-01,11364.40837
2022-01-01,11376.89860
2022-02-01,11421.16001
2022-03-01,11537.30682
2022-04-01,11695.55170
2022-05-01,11938.76847
2022-06-01,12210.89629
2022-07-01,12109.14259
2022-08-01,11682.67303
2022-09-01,11364.22674
2022-10-01,11097.42958
2022-11-01,10861.84294
2022-12-01,10498.94114
2023-01-01,10195.59976
2023-02-01,10063.98904
2023-03-01,9718.88411
2023-04-01,9543.72234
2023-05-01,9579.05981
2023-06-01,9624.92212
2023-07-01,9635.39685
2023-08-01,9585.88593
2023-09-01,9528.83992
2023-10-01,9480.96785
2023-11-01,9455.53484
2023-12-01,9336.12771
