Symbol,Name,Country;
BUR,Burford Capital Limited Ordinary Shares,;
BURL,Burlington Stores Inc. Common Stock,United States;
BURU,Nuburu Inc. Common Stock,United States;
BUSE,First Busey Corporation Class A Common Stock,United States;
BV,BrightView Holdings Inc. Common Stock,United States;
BVFL,BV Financial Inc. Common Stock,United States;
BVN,Buenaventura Mining Company Inc.,Peru;
BVS,Bioventus Inc. Class A Common Stock,United States;
BW,Babcock & Wilcox Enterprises Inc. Common Stock,United States;
BWA,BorgWarner Inc. Common Stock,United States;
BWAQ,Blue World Acquisition Corporation Class A Ordinary Shares,United States;
BWAY,BrainsWay Ltd. American Depositary Shares,Israel;
BWB,Bridgewater Bancshares Inc. Common Stock,United States;
BWBBP,Bridgewater Bancshares Inc. Depositary Shares Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock Series A,United States;
BWEN,Broadwind Inc. Common Stock,United States;
BWFG,Bankwell Financial Group Inc. Common Stock,United States;
BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,United States;
BWMN,Bowman Consulting Group Ltd. Common Stock,United States;
BWMX,Betterware de Mexico S.A.P.I. de C.V. Ordinary Shares,Mexico;
BWNB,Babcock & Wilcox Enterprises Inc. 6.50% Senior Notes due 2026,United States;
BWSN,Babcock & Wilcox Enterprises Inc. 8.125% Senior Notes due 2026,United States;
BWXT,BWX Technologies Inc. Common Stock,United States;
BW^A,Babcock & Wilcox Enterprises Inc. 7.75% Series A Cumulative Perpetual Preferred Stock,United States;
BX,Blackstone Inc. Common Stock,United States;
BXC,Bluelinx Holdings Inc. Common Stock,United States;
BXMT,Blackstone Mortgage Trust Inc. Common Stock,United States;
BXMX,Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest,United States;
BXP,Boston Properties Inc. Common Stock,United States;
BXSL,Blackstone Secured Lending Fund Common Shares of Beneficial Interest,;
BY,Byline Bancorp Inc. Common Stock,United States;
BYD,Boyd Gaming Corporation Common Stock,United States;
BYFC,Broadway Financial Corporation Class A Common Stock,United States;
BYM,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,United States;
BYND,Beyond Meat Inc. Common Stock,United States;
BYNO,byNordic Acquisition Corporation Class A Common Stock,Sweden;
BYON,Beyond Inc. Common Stock,United States;
BYRN,Byrna Technologies Inc. Common Stock,United States;
BYSI,BeyondSpring Inc. Ordinary Shares,United States;
BYU,BAIYU Holdings Inc. Common Stock,China;
BZ,KANZHUN LIMITED American Depository Shares,China;
BZFD,BuzzFeed Inc. Class A Common Stock,United States;
BZH,Beazer Homes USA Inc. Common Stock,United States;
BZUN,Baozun Inc. American Depositary Shares,China;
C,Citigroup Inc. Common Stock,United States;
CAAP,Corporacion America Airports SA Common Shares,;
CAAS,China Automotive Systems Inc. Common Stock,China;
CABA,Cabaletta Bio Inc. Common Stock,United States;
CABO,Cable One Inc. Common Stock,United States;
CAC,Camden National Corporation Common Stock,United States;
CACC,Credit Acceptance Corporation Common Stock,United States;
CACI,CACI International Inc. Class A Common Stock,United States;
CACO,Caravelle International Group Ordinary Shares,Singapore;
CADE,Cadence Bank Common Stock,United States;
CADE^A,Cadence Bank 5.50% Series A ,United States;
CADL,Candel Therapeutics Inc. Common Stock,United States;
CAE,CAE Inc. Ordinary Shares,Canada;
CAF,Morgan Stanley China A Share Fund Inc. Common Stock,United States;
CAG,ConAgra Brands Inc. Common Stock,United States;
CAH,Cardinal Health Inc. Common Stock,United States;
CAKE,Cheesecake Factory Incorporated (The) Common Stock,United States;
CAL,Caleres Inc. Common Stock,United States;
CALB,California BanCorp Common Stock,United States;
CALC,CalciMedica Inc. Common Stock,United States;
CALM,Cal-Maine Foods Inc. Common Stock,United States;
CALT,Calliditas Therapeutics AB American Depositary Shares,Sweden;
CALX,Calix Inc Common Stock,United States;
CAMP,CalAmp Corp. Common Stock,United States;
CAMT,Camtek Ltd. Ordinary Shares,Israel;
CAN,Canaan Inc. American Depositary Shares,China;
CANF,Can-Fite Biopharma Ltd Sponsored ADR (Israel),Israel;
CANG,Cango Inc. American Depositary Shares  each representing two (2) Class A Ordinary Shares,;
CANO,Cano Health Inc. Class A Common Stock,United States;
CAPL,CrossAmerica Partners LP Common Units representing limited partner interests,United States;
CAPR,Capricor Therapeutics Inc. Common Stock,United States;
CAPT,Captivision Inc. Ordinary Shares,United Kingdom;
CAPTW,Captivision Inc. Warrant,United Kingdom;
CAR,Avis Budget Group Inc. Common Stock,United States;
CAR.WA,INTERCARS,Poland;
CARA,Cara Therapeutics Inc. Common Stock,United States;
CARE,Carter Bankshares Inc. Common Stock,United States;
CARG,CarGurus Inc. Class A Common Stock ,United States;
CARM,Carisma Therapeutics Inc. Common Stock,United States;
CARR,Carrier Global Corporation Common Stock ,United States;
CARS,Cars.com Inc. Common Stock ,United States;
CART,Maplebear Inc. Common Stock,United States;
CARV,Carver Bancorp Inc. Common Stock,United States;
CASA,Casa Systems Inc. Common Stock,United States;
CASH,Pathward Financial Inc. Common Stock,United States;
CASI,CASI Pharmaceuticals Inc. Ordinary Shares,United States;
CASS,Cass Information Systems Inc Common Stock,United States;
CASY,Casey's General Stores Inc. Common Stock,United States;
CAT,Caterpillar Inc. Common Stock,United States;
CATC,Cambridge Bancorp Common Stock,United States;
CATO,Cato Corporation (The) Class A Common Stock,United States;
CATX,Perspective Therapeutics Inc. Common Stock,United States;
CATY,Cathay General Bancorp Common Stock,United States;
CAUD,Collective Audience Inc.. Common Stock,United States;
CAV.WA,CAVATINA,Poland;
CAVA,CAVA Group Inc. Common Stock,United States;
CB,Chubb Limited  Common Stock,Switzerland;
CBAN,Colony Bankcorp Inc. Common Stock,United States;
CBAT,CBAK Energy Technology Inc. Common Stock,China;
CBAY,CymaBay Therapeutics Inc. Common Stock,United States;
CBD,Companhia Brasileira de Distribuicao American Depsitary Shares; each representing one Common Share,Brazil
CBF.WA,CYBERFLKS,Poland;
CBFV,CB Financial Services Inc. Common Stock,United States;
CBH,Virtus Convertible & Income 2024 Target Term Fund Common Shares of Beneficial Interest,United States;
CBL,CBL & Associates Properties Inc. Common Stock,United States;
CBNK,Capital Bancorp Inc. Common Stock,United States;
CBOE,Cboe Global Markets Inc. Common Stock,;
CBRE,CBRE Group Inc Common Stock Class A,United States;
CBRG,Chain Bridge I Class A Ordinary Shares,United States;
CBRL,Cracker Barrel Old Country Store Inc Common Stock,United States;
CBSH,Commerce Bancshares Inc. Common Stock,United States;
CBT,Cabot Corporation Common Stock,United States;
CBU,Community Bank System Inc. Common Stock,United States;
CBUS,Cibus Inc. Class A Common Stock,United States;
CBZ,CBIZ Inc. Common Stock,United States;
CC,Chemours Company (The) Common Stock,United States;
CCAP,Crescent Capital BDC Inc. Common stock,United States;
CCB,Coastal Financial Corporation Common Stock,United States;
CCBG,Capital City Bank Group Common Stock,United States;
CCC.WA,CCC,Poland;
CCCC,C4 Therapeutics Inc. Common Stock,United States;
CCCS,CCC Intelligent Solutions Holdings Inc. Common Stock,United States;
CCD,Calamos Dynamic Convertible & Income Fund Common Stock,United States;
CCEL,Cryo-Cell International Inc. Common Stock,United States;
CCEP,Coca-Cola Europacific Partners plc Ordinary Shares,United Kingdom;
CCG,Cheche Group Inc. Class A Ordinary Shares,China;
CCI,Crown Castle Inc. Common Stock,United States;
CCIA,Carlyle Credit Income Fund 8.75% Series A Preferred Shares due 2028,;
CCIF,Carlyle Credit Income Fund Shares of Beneficial Interest,;
CCJ,Cameco Corporation Common Stock,Canada;
CCK,Crown Holdings Inc.,United States;
CCL,Carnival Corporation Common Stock,United States;
CCLD,CareCloud Inc. Common Stock,United States;
CCLDO,CareCloud Inc. 8.75% Series B Cumulative Redeemable Perpetual Preferred Stock,United States;
CCLDP,CareCloud Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,United States;
CCLP,CSI Compressco LP Common Units,United States;
CCM,Concord Medical Services Holdings Limited ADS (Each represents three ordinary shares),China;
CCNE,CNB Financial Corporation Common Stock,United States;
CCNEP,CNB Financial Corporation Depositary Shares each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,United States;
CCO,Clear Channel Outdoor Holdings Inc. Common Stock,United States;
CCOI,Cogent Communications Holdings Inc.,United States;
CCRD,CoreCard Corporation Common Stock,United States;
CCRN,Cross Country Healthcare Inc. Common Stock $0.0001 Par Value,United States;
CCS,Century Communities Inc. Common Stock,United States;
CCSI,Consensus Cloud Solutions Inc. Common Stock,United States;
CCTS,Cactus Acquisition Corp. 1 Limited Class A Ordinary Share,United States;
CCTSW,Cactus Acquisition Corp. 1 Limited Warrant,United States;
CCU,Compania Cervecerias Unidas S.A. Common Stock,Chile;
CCZ,Comcast Holdings ZONES,United States;
CDAQ,Compass Digital Acquisition Corp. Class A Ordinary Shares,United States;
CDAY,Ceridian HCM Holding Inc. Common Stock,United States;
CDE,Coeur Mining Inc. Common Stock,United States;
CDIO,Cardio Diagnostics Holdings Inc. Common stock,United States;
CDIOW,Cardio Diagnostics Holdings Inc. Warrant,United States;
CDL.WA,CDRL,Poland;
CDLR,Cadeler A/S American Depositary Share (each representing four (4) Ordinary Shares),;
CDLX,Cardlytics Inc. Common Stock,United States;
CDMO,Avid Bioservices Inc. Common Stock,United States;
CDNA,CareDx Inc. Common Stock,United States;
CDNS,Cadence Design Systems Inc. Common Stock,United States;
CDP,COPT Defense Properties Common Shares of Beneficial Interest,United States;
CDR.WA,CDPROJEKT,Poland;
CDRE,Cadre Holdings Inc. Common Stock,United States;
CDRO,Codere Online Luxembourg S.A. Ordinary Shares,Luxembourg;
CDROW,Codere Online Luxembourg S.A. Warrants,Luxembourg;
CDR^B,Cedar Realty Trust Inc. 7.25% Series B Cumulative Redeemable Preferred Stock,United States;
CDR^C,Cedar Realty Trust Inc. 6.50% Series C Cumulative Redeemable Preferred Stock,United States;
CDT,Conduit Pharmaceuticals Inc. Common Stock,United States;
CDTTW,Conduit Pharmaceuticals Inc. Warrant,United States;
CDTX,Cidara Therapeutics Inc. Common Stock,United States;
CDW,CDW Corporation Common Stock,United States;
CDXC,ChromaDex Corporation Common Stock,United States;
CDXS,Codexis Inc. Common Stock,United States;
CDZI,CADIZ Inc. Common Stock,United States;
CDZIP,Cadiz Inc. Depositary Shares,United States;
CE,Celanese Corporation Common Stock,United States;
CEAD,CEA Industries Inc. Common Stock,United States;
CEADW,CEA Industries Inc. Warrant,United States;
CECO,CECO Environmental Corp. Common Stock,United States;
CEE,The Central and Eastern Europe Fund Inc. (The) Common Stock,United States;
CEG,Constellation Energy Corporation Common Stock ,United States;
CEI,Camber Energy Inc. Common Stock,United States;
CEIX,CONSOL Energy Inc. Common Stock ,United States;
CELC,Celcuity Inc. Common Stock,United States;
CELH,Celsius Holdings Inc. Common Stock,United States;
CELU,Celularity Inc. Class A Common Stock,United States;
CELUW,Celularity Inc. Warrant,United States;
CELZ,Creative Medical Technology Holdings Inc. Common Stock,United States;
CEM,ClearBridge MLP and Midstream Fund Inc. Common Stock,United States;
CENN,Cenntro Electric Group Limited Ordinary Shares,New Zealand;
CENT,Central Garden & Pet Company Common Stock,United States;
CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting,United States;
CENX,Century Aluminum Company Common Stock,United States;
CEPU,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares),;
CERE,Cerevel Therapeutics Holdings Inc. Common Stock,United States;
CERS,Cerus Corporation Common Stock,United States;
CERT,Certara Inc. Common Stock,United States;
CET,Central Securities Corporation Common Stock,United States;
CETU,Cetus Capital Acquisition Corp. Class A Common Stock,Taiwan;
CETX,Cemtrex Inc. Common Stock,United States;
CETXP,Cemtrex Inc. Series 1 Preferred Stock,United States;
CETY,Clean Energy Technologies Inc. Common Stock,United States;
CEV,Eaton Vance California Municipal Income Trust Shares of Beneficial Interest,United States;
CEVA,CEVA Inc. Common Stock,United States;
CEZ.WA,CEZ,Poland;
CF,CF Industries Holdings Inc. Common Stock,United States;
CFB,CrossFirst Bankshares Inc. Common Stock,United States;
CFBK,CF Bankshares Inc. Common Stock,United States;
CFFI,C&F Financial Corporation Common Stock,United States;
CFFN,Capitol Federal Financial Inc. Common Stock,United States;
CFFS,CF Acquisition Corp. VII Class A Common Stock,United States;
CFFSW,CF Acquisition Corp. VII Warrant,United States;
CFG,Citizens Financial Group Inc. Common Stock,United States;
CFG^D,Citizens Financial Group Inc. Depositary Shares each representing a 1/40th Interest in a Share of 6.350% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D,United States;
CFG^E,Citizens Financial Group Inc. Depositary Shares Each Representing 1/40th Interest in a Share of 5.000% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series E,United States;
CFLT,Confluent Inc. Class A Common Stock,United States;
CFR,Cullen/Frost Bankers Inc. Common Stock,United States;
CFR^B,Cullen/Frost Bankers Inc. Depositary Shares each representing a 1/40th ownership interest in a share of 4.450% non-cumulative perpetual preferred stock Series B,United States;
CFSB,CFSB Bancorp Inc. Common Stock,United States;
CG,The Carlyle Group Inc. Common Stock,United States;
CGA,China Green Agriculture Inc. Common Stock,China;
CGABL,The Carlyle Group Inc. 4.625% Subordinated Notes due 2061,United States;
CGAU,Centerra Gold Inc. Common Shares,Canada;
CGBD,Carlyle Secured Lending Inc. Common Stock,United States;
CGBDL,Carlyle Secured Lending Inc. 8.20% Notes due 2028,United States;
CGC,Canopy Growth Corporation Common Shares,Canada;
CGEM,Cullinan Oncology Inc. Common Stock,United States;
CGEN,Compugen Ltd. Ordinary Shares,Israel;
CGNT,Cognyte Software Ltd. Ordinary Shares,Israel;
CGNX,Cognex Corporation Common Stock,United States;
CGO,Calamos Global Total Return Fund Common Stock,United States;
CGTX,Cognition Therapeutics Inc. Common Stock,United States;
CHCI,Comstock Holding Companies Inc. Class A Common Stock,United States;
CHCO,City Holding Company Common Stock,United States;
CHCT,Community Healthcare Trust Incorporated Common Stock,United States;
CHD,Church & Dwight Company Inc. Common Stock,United States;
CHDN,Churchill Downs Incorporated Common Stock,United States;
CHE,Chemed Corp,United States;
CHEA,Chenghe Acquisition Co. Class A Ordinary Share,Singapore;
CHEF,The Chefs' Warehouse Inc. Common Stock,United States;
CHEK,Check-Cap Ltd. Ordinary Share,Israel;
CHGG,Chegg Inc. Common Stock,United States;
CHH,Choice Hotels International Inc. Common Stock,United States;
CHI,Calamos Convertible Opportunities and Income Fund Common Stock,United States;
CHK,Chesapeake Energy Corporation Common Stock,United States;
CHKEL,Chesapeake Energy Corporation Class C Warrants,United States;
CHKEW,Chesapeake Energy Corporation Class A Warrants,United States;
CHKEZ,Chesapeake Energy Corporation Class B Warrants,United States;
CHKP,Check Point Software Technologies Ltd. Ordinary Shares,Israel;
CHMG,Chemung Financial Corp Common Stock,United States;
CHMI,Cherry Hill Mortgage Investment Corporation Common Stock,;
CHMI^A,Cherry Hill Mortgage Investment Corporation 8.20% Series A Cumulative Redeemable Preferred Stock,;
CHMI^B,Cherry Hill Mortgage Investment Corporation 8.250% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,;
CHN,China Fund Inc. (The) Common Stock,United States;
CHNR,China Natural Resources Inc. Common Stock,Hong Kong;
CHPT,ChargePoint Holdings Inc. Common Stock,United States;
CHR,Cheer Holding Inc. Ordinary Share,China;
CHRD,Chord Energy Corporation Common Stock,United States;
CHRS,Coherus BioSciences Inc. Common Stock,United States;
CHRW,C.H. Robinson Worldwide Inc. Common Stock,United States;
CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,United States;
CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3,United States;
CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,United States;
CHSCO,CHS Inc. Class B Cumulative Redeemable Preferred Stock,United States;
CHSCP,CHS Inc. 8%  Cumulative Redeemable Preferred Stock,United States;
CHSN,Chanson International Holding Class A Ordinary Shares,China;
CHT,Chunghwa Telecom Co. Ltd.,Taiwan;
CHTR,Charter Communications Inc. Class A Common Stock New,United States;
CHUY,Chuy's Holdings Inc. Common Stock,United States;
CHW,Calamos Global Dynamic Income Fund Common Stock,United States;
CHWY,Chewy Inc. Class A Common Stock,United States;
CHX,ChampionX Corporation Common Stock ,United States;
CHY,Calamos Convertible and High Income Fund Common Stock,United States;
CI,The Cigna Group Common Stock,United States;
CIA,Citizens Inc. Class A Common Stock ($1.00 Par),United States;
CIB,BanColombia S.A. Common Stock,Colombia;
CIEN,Ciena Corporation Common Stock,United States;
CIF,MFS Intermediate High Income Fund Common Stock,United States;
CIFR,Cipher Mining Inc. Common Stock,United States;
CIFRW,Cipher Mining Inc. Warrant,United States;
CIG,Comp En De Mn Cemig ADS American Depositary Shares,Brazil;
CIG.WA,CIGAMES,Poland;
CIGI,Colliers International Group Inc. Subordinate Voting Shares,Canada;
CII,Blackrock Capital and Income Fund Inc.,United States;
CIK,Credit Suisse Asset Management Income Fund Inc. Common Stock,United States;
CIM,Chimera Investment Corporation Common Stock,United States;
CIM^A,Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock,United States;
CIM^B,Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States;
CIM^C,Chimera Investment Corporation 7.75% Series C Fixed-to-Floating Rate  Cumulative Redeemable  Preferred Stock,United States;
CIM^D,Chimera Investment Corporation 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States;
CINF,Cincinnati Financial Corporation Common Stock,United States;
CING,Cingulate Inc. Common Stock,United States;
CINGW,Cingulate Inc. Warrants,United States;
CINT,CI&T Inc Class A Common Shares,;
CIO,City Office REIT Inc. Common Stock,Canada;
CION,CION Investment Corporation Common Stock,United States;
CIO^A,City Office REIT Inc. 6.625% Series A Cumulative Redeemable Preferred Stock,Canada;
CISO,CISO Global Inc. Common Stock,United States;
CISS,C3is Inc. Common Stock,Greece;
CITE,Cartica Acquisition Corp Class A Ordinary Shares,United States;
CIVB,Civista Bancshares Inc. Common Stock,United States;
CIVI,Civitas Resources Inc. Common Stock,United States;
CIX,CompX International Inc. Common Stock,United States;
CJET,Chijet Motor Company Inc. Ordinary Shares,Cayman Islands;
CJJD,China Jo-Jo Drugstores Inc. (Cayman Islands) Ordinary Shares,China;
CKPT,Checkpoint Therapeutics Inc. Common Stock,United States;
CKX,CKX Lands Inc. Common Stock,United States;
CL,Colgate-Palmolive Company Common Stock,United States;
CLAR,Clarus Corporation Common Stock,United States;
CLB,Core Laboratories Inc. Common Stock,Netherlands;
CLBK,Columbia Financial Inc. Common Stock,United States;
CLBR,Colombier Acquisition Corp. II Class A Ordinary Shares,;
CLBT,Cellebrite DI Ltd. Ordinary Shares,Israel;
CLBTW,Cellebrite DI Ltd. Warrants,Israel;
CLC.WA,COLUMBUS,Poland;
CLCO,Cool Company Ltd. Common Shares,;
CLD.WA,CLOUD,Poland;
CLDI,Calidi Biotherapeutics Inc. Common Stock,;
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,United States;
CLDT^A,Chatham Lodging Trust (REIT) 6.625% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,United States;
CLDX,Celldex Therapeutics Inc.,United States;
CLE.WA,COALENERG,Poland;
CLEU,China Liberal Education Holdings Limited Ordinary Shares,China;
CLF,Cleveland-Cliffs Inc. Common Stock,United States;
CLFD,Clearfield Inc. Common Stock,United States;
CLGN,CollPlant Biotechnologies Ltd Ordinary Shares,Israel;
CLH,Clean Harbors Inc. Common Stock,United States;
CLIR,ClearSign Technologies Corporation Common Stock (DE),United States;
CLLS,Cellectis S.A. American Depositary Shares,France;
CLM,Cornerstone Strategic Value Fund Inc. New Common Stock,United States;
CLMB,Climb Global Solutions Inc. Common Stock,United States;
CLMT,Calumet Specialty Products Partners L.P. Common Units,United States;
CLN.WA,CLNPHARMA,Poland;
CLNE,Clean Energy Fuels Corp. Common Stock,United States;
CLNN,Clene Inc. Common Stock,United States;
CLNNW,Clene Inc. Warrant,United States;
CLOE,Clover Leaf Capital Corp. Class A Common Stock,United States;
CLOER,Clover Leaf Capital Corp. Rights,United States;
CLOV,Clover Health Investments Corp. Class A Common Stock,United States;
CLPR,Clipper Realty Inc. Common Stock,United States;
CLPS,CLPS Incorporation Common Stock,China;
CLPT,ClearPoint Neuro Inc. Common Stock,United States;
CLRB,Cellectar Biosciences Inc.  Common Stock,United States;
CLRC,ClimateRock Class A Ordinary Shares,United Kingdom;
CLRO,ClearOne Inc. (DE) Common Stock,United States;
CLS,Celestica Inc. Common Stock,Canada;
CLSD,Clearside Biomedical Inc. Common Stock,United States;
CLSK,CleanSpark Inc. Common Stock,United States;
CLST,Catalyst Bancorp Inc. Common Stock,United States;
CLVR,Clever Leaves Holdings Inc. Common Shares,Colombia;
CLVRW,Clever Leaves Holdings Inc. Warrant,Colombia;
CLVT,Clarivate Plc Ordinary Shares,United Kingdom;
CLVT^A,Clarivate Plc 5.25% Series A Mandatory Convertible Preferred Shares,United Kingdom;
CLW,Clearwater Paper Corporation Common Stock,United States;
CLWT,Euro Tech Holdings Company Limited Common Stock,Hong Kong;
CLX,Clorox Company (The) Common Stock,United States;
CM,Canadian Imperial Bank of Commerce Common Stock,Canada;
CMA,Comerica Incorporated Common Stock,United States;
CMAX,CareMax Inc. Class A Common Stock,United States;
CMBM,Cambium Networks Corporation Ordinary Shares,Cayman Islands;
CMC,Commercial Metals Company Common Stock,United States;
CMCA,Capitalworks Emerging Markets Acquisition Corp Class A Ordinary Shares,United States;
CMCAW,Capitalworks Emerging Markets Acquisition Corp Warrant,United States;
CMCL,Caledonia Mining Corporation Plc Common Shares,Canada;
CMCM,Cheetah Mobile Inc. American Depositary Shares each representing fifty (50) Class A Ordinary Shares,China;
CMCO,Columbus McKinnon Corporation Common Stock,United States;
CMCSA,Comcast Corporation Class A Common Stock,United States;
CMCT,Creative Media & Community Trust Corporation Common stock,United States;
CME,CME Group Inc. Class A Common Stock,United States;
CMG,Chipotle Mexican Grill Inc. Common Stock,United States;
CMI,Cummins Inc. Common Stock,United States;
CMLS,Cumulus Media Inc. Class A Common Stock,United States;
CMMB,Chemomab Therapeutics Ltd. American Depositary Share,Israel;
CMND,Clearmind Medicine Inc. Common Shares,Canada;
CMP,Compass Minerals Intl Inc Common Stock,United States;
CMP.WA,COMP,Poland;
CMPO,CompoSecure Inc. Class A Common Stock,United States;
CMPOW,CompoSecure Inc. Warrant,United States;
CMPR,Cimpress plc Ordinary Shares (Ireland),Netherlands;
CMPS,COMPASS Pathways Plc American Depository Shares,United Kingdom;
CMPX,Compass Therapeutics Inc. Common Stock,United States;
CMR.WA,COMARCH,Poland;
CMRE,Costamare Inc. Common Stock $0.0001 par value,Greece;
CMRE^B,Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands),Greece;
CMRE^C,Costamare Inc. Perpetual Preferred Series C (Marshall Islands),Greece;
CMRE^D,Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock,Greece;
CMRE^E,Costamare Inc. 8.875% Series E Cumulative Redeemable Perpetual Preferred Stock par value $0.0001,Greece;
CMRX,Chimerix Inc. Common Stock,United States;
CMS,CMS Energy Corporation Common Stock,United States;
CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,United States;
CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,United States;
CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,United States;
CMS^B,CMS Energy Corporation Preferred Stock,United States;
CMS^C,CMS Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.200% Cumulative Redeemable Perpetual Preferred Stock Series C,United States;
CMT,Core Molding Technologies Inc Common Stock,United States;
CMTG,Claros Mortgage Trust Inc. Common Stock,United States;
CMTL,Comtech Telecommunications Corp. Common Stock,United States;
CMU,MFS Municipal Income Trust Common Stock,United States;
CNA,CNA Financial Corporation Common Stock,United States;
CNC,Centene Corporation Common Stock,United States;
CNDA,Concord Acquisition Corp II Class A Common Stock,;
CNDB,Concord Acquisition Corp III Class A Common Stock,;
CNDT,Conduent Incorporated Common Stock ,United States;
CNET,ZW Data Action Technologies Inc. Common Stock,China;
CNEY,CN Energy Group Inc. Class A Ordinary Shares,China;
CNF,CNFinance Holdings Limited American Depositary Shares each representing  twenty (20) Ordinary Shares,;
CNFR,Conifer Holdings Inc. Common Stock,United States;
CNFRZ,Conifer Holdings Inc. 9.75% Senior Unsecured Notes due 2028,United States;
CNGL,Canna-Global Acquisition Corp. Class A Common Stock,United States;
CNGLU,Canna-Global Acquisition Corp Unit,United States;
CNHI,CNH Industrial N.V. Common Shares,United Kingdom;
CNI,Canadian National Railway Company Common Stock,Canada;
CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,United States;
CNM,Core & Main Inc. Class A Common Stock,United States;
CNMD,CONMED Corporation Common Stock,United States;
CNNE,Cannae Holdings Inc. Common Stock,United States;
CNO,CNO Financial Group Inc. Common Stock,United States;
CNOB,ConnectOne Bancorp Inc. Common Stock,United States;
CNOBP,ConnectOne Bancorp Inc. Depositary Shares each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,United States;
CNO^A,CNO Financial Group Inc. 5.125% Subordinated Debentures due 2060,United States;
CNP,CenterPoint Energy Inc (Holding Co) Common Stock,United States;
CNQ,Canadian Natural Resources Limited Common Stock,Canada;
CNS,Cohen & Steers Inc Common Stock,United States;
CNSL,Consolidated Communications Holdings Inc. Common Stock,United States;
CNSP,CNS Pharmaceuticals Inc. Common Stock,United States;
CNTA,Centessa Pharmaceuticals plc American Depositary Shares,United Kingdom;
CNTB,Connect Biopharma Holdings Limited American Depositary Shares,China;
CNTG,Centogene N.V. Common Shares,Germany;
CNTX,Context Therapeutics Inc. Common Stock,United States;
CNTY,Century Casinos Inc. Common Stock,United States;
CNVS,Cineverse Corp. Class A Common Stock,United States;
CNX,CNX Resources Corporation Common Stock,United States;
CNXA,Connexa Sports Technologies Inc. Common Stock,United States;
CNXC,Concentrix Corporation Common Stock,United States;
CNXN,PC Connection Inc. Common Stock,United States;
COCH,Envoy Medical Inc. Class A Common Stock,United States;
COCO,The Vita Coco Company Inc. Common Stock,United States;
COCP,Cocrystal Pharma Inc. Common Stock,United States;
CODA,Coda Octopus Group Inc. Common stock,United States;
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,United States;
CODI^A,Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in Compass Diversified Holdings,United States;
CODI^B,Compass Diversified Holdings 7.875% Series B Fixed-to-Floating Rate Cumulative Preferred Shares representing beneficial interests in Compass Diversified Holdings,United States;
CODI^C,Compass Diversified Holdings 7.875% Series C Cumulative Preferred Shares,United States;
CODX,Co-Diagnostics Inc. Common Stock,United States;
COE,51Talk Online Education Group American depositary shares each representing 60 Class A ordinary shares,China;
COEP,Coeptis Therapeutics Holdings Inc. Common Stock,United States;
COEPW,Coeptis Therapeutics Holdings Inc. Warrants,United States;
COF,Capital One Financial Corporation Common Stock,United States;
COFS,ChoiceOne Financial Services Inc. Common Stock,United States;
COF^I,Capital One Financial Corporation Depositary shares each representing a 1/40th interest in a share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series I of the Issuer,United States;
COF^J,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non- Cumulative Perpetual Preferred Stock Series J,United States;
COF^K,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series K,United States;
COF^L,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series L,United States;
