Date,Brazil
1960-01-01,0.000000000000082655942251744400
1960-02-01,0.000000000000080492174118642300
1960-03-01,0.000000000000080492174118642300
1960-04-01,0.000000000000080492174118642300
1960-05-01,0.000000000000080492174118642300
1960-06-01,0.000000000000080492174118642300
1960-07-01,0.000000000000080492174118642300
1960-08-01,0.000000000000080492174118642300
1960-09-01,0.000000000000080492174118642300
1960-10-01,0.000000000000080492174118642300
1960-11-01,0.000000000000080492174118642300
1960-12-01,0.000000000000084386956758226000
1961-01-01,0.000000000000091743768410773000
1961-02-01,0.000000000000095205797423736200
1961-03-01,0.000000000000108621160281723000
1961-04-01,0.000000000000122469275900822000
1961-05-01,0.000000000000116410725560890000
1961-06-01,0.000000000000113381449741793000
1961-07-01,0.000000000000114246956995034000
1961-08-01,0.000000000000117708986007997000
1961-09-01,0.000000000000126364058540406000
1961-10-01,0.000000000000130258841179989000
1961-11-01,0.000000000000132855362939712000
1961-12-01,0.000000000000132855362939712000
1962-01-01,0.000000000000137615652832536000
1962-02-01,0.000000000000137615652832536000
1962-03-01,0.000000000000137615652832536000
1962-04-01,0.000000000000137615652832536000
1962-05-01,0.000000000000144539710858463000
1962-06-01,0.000000000000155358551523973000
1962-07-01,0.000000000000158820580536936000
1962-08-01,0.000000000000169639421202446000
1962-09-01,0.000000000000217675073757312000
1962-10-01,0.000000000000205557972211940000
1962-11-01,0.000000000000205557972211940000
1962-12-01,0.000000000000205557972211940000
1963-01-01,0.000000000000205557972211940000
1963-02-01,0.000000000000205557972211940000
1963-03-01,0.000000000000205557972211940000
1963-04-01,0.000000000000223300870903377000
1963-05-01,0.000000000000268307248071900000
1963-06-01,0.000000000000268307248071900000
1963-07-01,0.000000000000268307248071900000
1963-08-01,0.000000000000268307248071900000
1963-09-01,0.000000000000268307248071900000
1963-10-01,0.000000000000268307248071900000
1963-11-01,0.000000000000268307248071900000
1963-12-01,0.000000000000268307248071900000
1964-01-01,0.000000000000268307248071900000
1964-02-01,0.000000000000316775654253385000
1964-03-01,0.000000000000510216525785462000
1964-04-01,0.000000000000519304351511736000
1964-05-01,0.000000000000519304351511736000
1964-06-01,0.000000000000519304351511736000
1964-07-01,0.000000000000519304351511736000
1964-08-01,0.000000000000534017974816830000
1964-09-01,0.000000000000687645512267075000
1964-10-01,0.000000000000696733338858858000
1964-11-01,0.000000000000696733338858858000
1964-12-01,0.000000000000716640005683396000
1965-01-01,0.000000000000800594208815002000
1965-02-01,0.000000000000800594208815002000
1965-03-01,0.000000000000800594208815002000
1965-04-01,0.000000000000800594208815002000
1965-05-01,0.000000000000800594208815002000
1965-06-01,0.000000000000800594208815002000
1965-07-01,0.000000000000800594208815002000
1965-08-01,0.000000000000800594208815002000
1965-09-01,0.000000000000800594208815002000
1965-10-01,0.000000000000800594208815002000
1965-11-01,0.000000000000893203484911769000
1965-12-01,0.000000000000960713051097307000
1966-01-01,0.000000000000960713051097307000
1966-02-01,0.000000000000960713051097307000
1966-03-01,0.000000000000960713051097307000
1966-04-01,0.000000000000960713051097307000
1966-05-01,0.000000000000960713051097307000
1966-06-01,0.000000000000960713051097307000
1966-07-01,0.000000000000960713051097307000
1966-08-01,0.000000000000960713051097307000
1966-09-01,0.000000000000960713051097307000
1966-10-01,0.000000000000960713051097307000
1966-11-01,0.000000000000960713051097307000
1966-12-01,0.000000000000960713051097307000
1967-01-01,0.000000000000960713051097307000
1967-02-01,0.000000000001121264646573480000
1967-03-01,0.000000000001174926095841660000
1967-04-01,0.000000000001174926095841660000
1967-05-01,0.000000000001174926095841660000
1967-06-01,0.000000000001174926095841660000
1967-07-01,0.000000000001174926095841660000
1967-08-01,0.000000000001174926095841660000
1967-09-01,0.000000000001174926095841660000
1967-10-01,0.000000000001174926095841660000
1967-11-01,0.000000000001174926095841660000
1967-12-01,0.000000000001174926095841660000
1968-01-01,0.000000000001393466677284960000
1968-02-01,0.000000000001393466677284960000
1968-03-01,0.000000000001393466677284960000
1968-04-01,0.000000000001393466677284960000
1968-05-01,0.000000000001393466677284960000
1968-06-01,0.000000000001393466677284960000
1968-07-01,0.000000000001393466677284960000
1968-08-01,0.000000000001428086967414590000
1968-09-01,0.000000000001584311026624560000
1968-10-01,0.000000000001601188418062760000
1968-11-01,0.000000000001615036534114610000
1968-12-01,0.000000000001652253346003970000
1969-01-01,0.000000000001657446389523410000
1969-02-01,0.000000000001689902911519940000
1969-03-01,0.000000000001716300882743790000
1969-04-01,0.000000000001731014506048880000
1969-05-01,0.000000000001742266100341010000
1969-06-01,0.000000000001752652187379900000
1969-07-01,0.000000000001770395086071340000
1969-08-01,0.000000000001777319144097260000
1969-09-01,0.000000000001795927550041940000
1969-10-01,0.000000000001819728999506060000
1969-11-01,0.000000000001840933927210460000
1969-12-01,0.000000000001866466391181070000
1970-01-01,0.000000000001882478275366020000
1970-02-01,0.000000000001905414217576900000
1970-03-01,0.000000000001912771029229450000
1970-04-01,0.000000000001943063783092880000
1970-05-01,0.000000000001956046391891490000
1970-06-01,0.000000000001973356536956310000
1970-07-01,0.000000000001994561464660710000
1970-08-01,0.000000000002012304363352150000
1970-09-01,0.000000000002025286972150760000
1970-10-01,0.000000000002042597117215570000
1970-11-01,0.000000000002090200016143820000
1970-12-01,0.000000000002116165233741040000
1971-01-01,0.000000000002142130451338270000
1971-02-01,0.000000000002163768132669290000
1971-03-01,0.000000000002188867843013270000
1971-04-01,0.000000000002211371031597530000
1971-05-01,0.000000000002248155089860270000
1971-06-01,0.000000000002274120307457490000
1971-07-01,0.000000000002287102916256110000
1971-08-01,0.000000000002331676539798010000
1971-09-01,0.000000000002368460598060740000
1971-10-01,0.000000000002382308714112590000
1971-11-01,0.000000000002422122047761670000
1971-12-01,0.000000000002438566685573250000
1972-01-01,0.000000000002445490743599170000
1972-02-01,0.000000000002503479729566310000
1972-03-01,0.000000000002515596831111680000
1972-04-01,0.000000000002529444947163530000
1972-05-01,0.000000000002554111903880900000
1972-06-01,0.000000000002559737701026960000
1972-07-01,0.000000000002571854802572330000
1972-08-01,0.000000000002581375382357980000
1972-09-01,0.000000000002604744078195480000
1972-10-01,0.000000000002622486976886920000
1972-11-01,0.000000000002648452194484150000
1972-12-01,0.000000000002678744948347570000
1973-01-01,0.000000000002689563789013080000
1973-02-01,0.000000000002643259150964700000
1973-03-01,0.000000000002609504368088310000
1973-04-01,0.000000000002617293933367480000
1973-05-01,0.000000000002639797121951740000
1973-06-01,0.000000000002639797121951740000
1973-07-01,0.000000000002649750455364010000
1973-08-01,0.000000000002652779730750350000
1973-09-01,0.000000000002657540020643170000
1973-10-01,0.000000000002665762339548960000
1973-11-01,0.000000000002665762339548960000
1973-12-01,0.000000000002680475962854060000
1974-01-01,0.000000000002693891325279290000
1974-02-01,0.000000000002757506108392490000
1974-03-01,0.000000000002793424659401980000
1974-04-01,0.000000000002817226108866110000
1974-05-01,0.000000000002836700022064020000
1974-06-01,0.000000000002897285529790880000
1974-07-01,0.000000000002971719153569590000
1974-08-01,0.000000000003011532487218670000
1974-09-01,0.000000000003058269878893670000
1974-10-01,0.000000000003092457415396680000
1974-11-01,0.000000000003144820604217750000
1974-12-01,0.000000000003185499445120070000
1975-01-01,0.000000000003226611039649010000
1975-02-01,0.000000000003278974228470080000
1975-03-01,0.000000000003315758286732820000
1975-04-01,0.000000000003376776548086290000
1975-05-01,0.000000000003428706983280740000
1975-06-01,0.000000000003457268722637690000
1975-07-01,0.000000000003512661186845100000
1975-08-01,0.000000000003586662056997190000
1975-09-01,0.000000000003636861477685160000
1975-10-01,0.000000000003701341768051600000
1975-11-01,0.000000000003792220030074640000
1975-12-01,0.000000000003888291334751620000
1976-01-01,0.000000000003955368147310530000
1976-02-01,0.000000000004034994814608690000
1976-03-01,0.000000000004153569307869930000
1976-04-01,0.000000000004385525251738470000
1976-05-01,0.000000000004508427281698660000
1976-06-01,0.000000000004617048441980380000
1976-07-01,0.000000000004691914819385720000
1976-08-01,0.000000000004783225834602620000
1976-09-01,0.000000000004895309023897310000
1976-10-01,0.000000000004999602647912830000
1976-11-01,0.000000000005138949316117350000
1976-12-01,0.000000000005260553084764930000
1977-01-01,0.000000000005392975694510780000
1977-02-01,0.000000000005495538304452570000
1977-03-01,0.000000000005627095406945170000
1977-04-01,0.000000000005776395407696460000
1977-05-01,0.000000000005927859177013600000
1977-06-01,0.000000000006080188453583990000
1977-07-01,0.000000000006240307295433540000
1977-08-01,0.000000000006357150774621050000
1977-09-01,0.000000000006461011645009940000
1977-10-01,0.000000000006552322660226850000
1977-11-01,0.000000000006672195414800700000
1977-12-01,0.000000000006867367300406510000
1978-01-01,0.000000000006973391938928510000
1978-02-01,0.000000000007079416577450510000
1978-03-01,0.000000000007223523535115100000
1978-04-01,0.000000000007355080637607710000
1978-05-01,0.000000000007537702668041520000
1978-06-01,0.000000000007705178321543620000
1978-07-01,0.000000000007841495713929050000
1978-08-01,0.000000000008048784701080220000
1978-09-01,0.000000000008243956586686030000
1978-10-01,0.000000000008369022384779320000
1978-11-01,0.000000000008579340647316840000
1978-12-01,0.000000000008880104417818030000
1979-01-01,0.000000000009185628478212030000
1979-02-01,0.000000000009495912828498870000
1979-03-01,0.000000000009801004135266260000
1979-04-01,0.000000000010129896891497800000
1979-05-01,0.000000000010639680663656600000
1979-06-01,0.000000000011102294290513800000
1979-07-01,0.000000000011301360958759200000
1979-08-01,0.000000000011680020382052100000
1979-09-01,0.000000000012459842417222000000
1979-10-01,0.000000000013050983871185500000
1979-11-01,0.000000000013653809673067800000
1979-12-01,0.000000000017427854050824300000
1980-01-01,0.000000000018886666526161700000
1980-02-01,0.000000000019414193197012000000
1980-03-01,0.000000000020129967695442200000
1980-04-01,0.000000000020912386252371900000
1980-05-01,0.000000000021546803068997400000
1980-06-01,0.000000000022227091770044700000
1980-07-01,0.000000000022869730905576000000
1980-08-01,0.000000000023647821926239500000
1980-09-01,0.000000000024497317295295300000
1980-10-01,0.000000000025438556433194700000
1980-11-01,0.000000000026536885137557300000
1980-12-01,0.000000000027640406885439400000
1981-01-01,0.000000000029219957622603800000
1981-02-01,0.000000000030513890966198900000
1981-03-01,0.000000000032184752718580300000
1981-04-01,0.000000000034171524618394600000
1981-05-01,0.000000000036368614781179100000
1981-06-01,0.000000000038373562332878700000
1981-07-01,0.000000000040661530756820800000
1981-08-01,0.000000000043241175125537800000
1981-09-01,0.000000000045562032824670300000
1981-10-01,0.000000000048237748498497100000
1981-11-01,0.000000000051045454028010300000
1981-12-01,0.000000000054021067964219500000
1982-01-01,0.000000000056781603348431000000
1982-02-01,0.000000000059494968587341000000
1982-03-01,0.000000000062713357308517000000
1982-04-01,0.000000000065877219072738800000
1982-05-01,0.000000000069231925186300200000
1982-06-01,0.000000000072847581736713700000
1982-07-01,0.000000000076924120899477900000
1982-08-01,0.000000000081836307315246200000
1982-09-01,0.000000000087454314896032300000
1982-10-01,0.000000000093340629725323100000
1982-11-01,0.000000000099514292962689900000
1982-12-01,0.000000000106208991566508000000
1983-01-01,0.000000000113899023511552000000
1983-02-01,0.000000000136549348328864000000
1983-03-01,0.000000000173343792678205000000
1983-04-01,0.000000000188361641783246000000
1983-05-01,0.000000000205398719309665000000
1983-06-01,0.000000000224070307282964000000
1983-07-01,0.000000000246827089493723000000
1983-08-01,0.000000000278407718148243000000
1983-09-01,0.000000000303525171391350000000
1983-10-01,0.000000000339841422983708000000
1983-11-01,0.000000000376950046466408000000
1983-12-01,0.000000000409443785275694000000
1984-01-01,0.000000000441863090459470000000
1984-02-01,0.000000000489340490835995000000
1984-03-01,0.000000000549683656531079000000
1984-04-01,0.000000000600571155487104000000
1984-05-01,0.000000000653773886342519000000
1984-06-01,0.000000000711771527383917000000
1984-07-01,0.000000000785880585942662000000
1984-08-01,0.000000000863040557567782000000
1984-09-01,0.000000000953767355387885000000
1984-10-01,0.000000001061877866390200000000
1984-11-01,0.000000001183364791993510000000
1984-12-01,0.000000001301960923367530000000
1985-01-01,0.000000001455705304298260000000
1985-02-01,0.000000001628932253497710000000
1985-03-01,0.000000001800419533116850000000
1985-04-01,0.000000002041684007489670000000
1985-05-01,0.000000002266053780296100000000
1985-06-01,0.000000002484914599427000000000
1985-07-01,0.000000002691727557578940000000
1985-08-01,0.000000002904365379561200000000
1985-09-01,0.000000003229064753151630000000
1985-10-01,0.000000003542746219391850000000
1985-11-01,0.000000003863840755280320000000
1985-12-01,0.000000004289453947061490000000
1986-01-01,0.000000004894443517076820000000
1986-02-01,0.000000005638345712106920000000
1986-03-01,0.000000005989308823080110000000
1986-04-01,0.000000005989308823080110000000
1986-05-01,0.000000005989308823080110000000
1986-06-01,0.000000005989308823512860000000
1986-07-01,0.000000005989308823512860000000
1986-08-01,0.000000005989308823512860000000
1986-09-01,0.000000005989308823512860000000
1986-10-01,0.000000006045566782115220000000
1986-11-01,0.000000006104854015411560000000
1986-12-01,0.000000006307815419907770000000
1987-01-01,0.000000006776920243945910000000
1987-02-01,0.000000007848417978557030000000
1987-03-01,0.000000009042817715037920000000
1987-04-01,0.000000010265779184347700000000
1987-05-01,0.000000013321019089983600000000
1987-06-01,0.000000017067799132900800000000
1987-07-01,0.000000019445347014142100000000
1987-08-01,0.000000020395673760994300000000
1987-09-01,0.000000021579687412810200000000
1987-10-01,0.000000023112067654432900000000
1987-11-01,0.000000025657523904425900000000
1987-12-01,0.000000029202640803430000000000
1988-01-01,0.000000033605475194356300000000
1988-02-01,0.000000039311763210746500000000
1988-03-01,0.000000046364347451844000000000
1988-04-01,0.000000054391059883817800000000
1988-05-01,0.000000065189125907249300000000
1988-06-01,0.000000077161252251359400000000
1988-07-01,0.000000093399462871639300000000
1988-08-01,0.000000115720889830945000000000
1988-09-01,0.000000141179347112624000000000
1988-10-01,0.000000178163329097816000000000
1988-11-01,0.000000227694566865445000000000
1988-12-01,0.000000290391465206598000000000
1989-01-01,0.000000390776435522535000000000
1989-02-01,0.000000432753527710449000000000
1989-03-01,0.000000432753527710449000000000
1989-04-01,0.000000439244830626106000000000
1989-05-01,0.000000475596126953783000000000
1989-06-01,0.000000578591466548870000000000
1989-07-01,0.000000828290252037799000000000
1989-08-01,0.000001071064981083360000000000
1989-09-01,0.000001413805775030040000000000
1989-10-01,0.000001943063339419920000000000
1989-11-01,0.000002703844041134880000000000
1989-12-01,0.000004006864913071050000000000
1990-01-01,0.000006194001242119650000000000
