Date,Poland
1968-12-01,0.0004
1969-01-01,0.0004
1969-02-01,0.0004
1969-03-01,0.0004
1969-04-01,0.0004
1969-05-01,0.0004
1969-06-01,0.0004
1969-07-01,0.0004
1969-08-01,0.0004
1969-09-01,0.0004
1969-10-01,0.0004
1969-11-01,0.0004
1969-12-01,0.0004
1970-01-01,0.0004
1970-02-01,0.0004
1970-03-01,0.0004
1970-04-01,0.0004
1970-05-01,0.0004
1970-06-01,0.0004
1970-07-01,0.0004
1970-08-01,0.0004
1970-09-01,0.0004
1970-10-01,0.0004
1970-11-01,0.0004
1970-12-01,0.0004
1971-01-01,0.0004
1971-02-01,0.0004
1971-03-01,0.0004
1971-04-01,0.0004
1971-05-01,0.0004
1971-06-01,0.0004
1971-07-01,0.0004
1971-08-01,0.0004
1971-09-01,0.000368
1971-10-01,0.000368
1971-11-01,0.000368
1971-12-01,0.000368
1972-01-01,0.000368
1972-02-01,0.000368
1972-03-01,0.000368
1972-04-01,0.000368
1972-05-01,0.000368
1972-06-01,0.000368
1972-07-01,0.000368
1972-08-01,0.000368
1972-09-01,0.000368
1972-10-01,0.000368
1972-11-01,0.000368
1972-12-01,0.000368
1973-01-01,0.000368
1973-02-01,0.000332
1973-03-01,0.000332
1973-04-01,0.000332
1973-05-01,0.000332
1973-06-01,0.000332
1973-07-01,0.000332
1973-08-01,0.000332
1973-09-01,0.000332
1973-10-01,0.000332
1973-11-01,0.000332
1973-12-01,0.000332
1974-01-01,0.000332
1974-02-01,0.000332
1974-03-01,0.000332
1974-04-01,0.000332
1974-05-01,0.000332
1974-06-01,0.000332
1974-07-01,0.000332
1974-08-01,0.000332
1974-09-01,0.000332
1974-10-01,0.000332
1974-11-01,0.000332
1974-12-01,0.000332
1975-01-01,0.000332
1975-02-01,0.000332
1975-03-01,0.000332
1975-04-01,0.000332
1975-05-01,0.000332
1975-06-01,0.000332
1975-07-01,0.000332
1975-08-01,0.000332
1975-09-01,0.000332
1975-10-01,0.000332
1975-11-01,0.000332
1975-12-01,0.000332
1976-01-01,0.000332
1976-02-01,0.000332
1976-03-01,0.000332
1976-04-01,0.000332
1976-05-01,0.000332
1976-06-01,0.000332
1976-07-01,0.000332
1976-08-01,0.000332
1976-09-01,0.000332
1976-10-01,0.000332
1976-11-01,0.000332
1976-12-01,0.000332
1977-01-01,0.000332
1977-02-01,0.000332
1977-03-01,0.000332
1977-04-01,0.000332
1977-05-01,0.000332
1977-06-01,0.000332
1977-07-01,0.000332
1977-08-01,0.000332
1977-09-01,0.000332
1977-10-01,0.000332
1977-11-01,0.000332
1977-12-01,0.000332
1978-01-01,0.000332
1978-02-01,0.000332
1978-03-01,0.000332
1978-04-01,0.000332
1978-05-01,0.000332
1978-06-01,0.000332
1978-07-01,0.000332
1978-08-01,0.000332
1978-09-01,0.000332
1978-10-01,0.000332
1978-11-01,0.000332
1978-12-01,0.00332
1979-01-01,0.00332
1979-02-01,0.00332
1979-03-01,0.00332
1979-04-01,0.00332
1979-05-01,0.00332
1979-06-01,0.00332
1979-07-01,0.00332
1979-08-01,0.00332
1979-09-01,0.00332
1979-10-01,0.00332
1979-11-01,0.00332
1979-12-01,0.00332
1980-01-01,0.004343
1980-02-01,0.004372
1980-03-01,0.004448
1980-04-01,0.004529
1980-05-01,0.004431
1980-06-01,0.004384
1980-07-01,0.004349
1980-08-01,0.004381
1980-09-01,0.004378
1980-10-01,0.004402
1980-11-01,0.004482
1980-12-01,0.004561
1981-01-01,0.004567
1981-02-01,0.004677
1981-03-01,0.004693
1981-04-01,0.004699
1981-05-01,0.004792
1981-06-01,0.004942
1981-07-01,0.0053
1981-08-01,0.005534
1981-09-01,0.005572
1981-10-01,0.005503
1981-11-01,0.00552
1981-12-01,0.005584
1982-01-01,0.008058
1982-02-01,0.008185
1982-03-01,0.008282
1982-04-01,0.008447
1982-05-01,0.008327
1982-06-01,0.008451
1982-07-01,0.008624
1982-08-01,0.008626
1982-09-01,0.008652
1982-10-01,0.008711
1982-11-01,0.008781
1982-12-01,0.008645
1983-01-01,0.008504
1983-02-01,0.008615
1983-03-01,0.008603
1983-04-01,0.008665
1983-05-01,0.008676
1983-06-01,0.008782
1983-07-01,0.009527
1983-08-01,0.009668
1983-09-01,0.009697
1983-10-01,0.009636
1983-11-01,0.009689
1983-12-01,0.009798
1984-01-01,0.009871
1984-02-01,0.009864
1984-03-01,0.010889
1984-04-01,0.010934
1984-05-01,0.010619
1984-06-01,0.011075
1984-07-01,0.011222
1984-08-01,0.011322
1984-09-01,0.012438
1984-10-01,0.01259
1984-11-01,0.01246
1984-12-01,0.012604
1985-01-01,0.013884
1985-02-01,0.014011
1985-03-01,0.014098
1985-04-01,0.013706
1985-05-01,0.013684
1985-06-01,0.015851
1985-07-01,0.015665
1985-08-01,0.015353
1985-09-01,0.015441
1985-10-01,0.015073
1985-11-01,0.014984
1985-12-01,0.01482
1986-01-01,0.014716
1986-02-01,0.016962
1986-03-01,0.016583
1986-04-01,0.016752
1986-05-01,0.016408
1986-06-01,0.016555
1986-07-01,0.016398
1986-08-01,0.016178
1986-09-01,0.020003
1986-10-01,0.019898
1986-11-01,0.019998
1986-12-01,0.019893
1987-01-01,0.019601
1987-02-01,0.023966
1987-03-01,0.024053
1987-04-01,0.024368
1987-05-01,0.024957
1987-06-01,0.025619
1987-07-01,0.026384
1987-08-01,0.02773
1987-09-01,0.028929
1987-10-01,0.029725
1987-11-01,0.031
1987-12-01,0.031767
1988-01-01,0.031584
1988-02-01,0.038239
1988-03-01,0.038571
1988-04-01,0.039767
1988-05-01,0.040751
1988-06-01,0.04298
1988-07-01,0.044967
1988-08-01,0.045645
1988-09-01,0.046961
1988-10-01,0.048216
1988-11-01,0.0491
1988-12-01,0.049874
1989-01-01,0.050584
1989-02-01,0.052591
1989-03-01,0.056618
1989-04-01,0.063128
1989-05-01,0.07462
1989-06-01,0.084873
1989-07-01,0.083617
1989-08-01,0.098796
1989-09-01,0.133954
1989-10-01,0.197025
1989-11-01,0.307667
1989-12-01,0.523548
1990-01-01,0.949999988
1990-02-01,0.949999988
1990-03-01,0.949999988
1990-04-01,0.949999988
1990-05-01,0.949999988
1990-06-01,0.949999988
1990-07-01,0.949999988
1990-08-01,0.949999988
1990-09-01,0.949999988
1990-10-01,0.949999988
1990-11-01,0.949999988
1990-12-01,0.949999988
1991-01-01,0.949999988
1991-02-01,0.949999988
1991-03-01,0.949999988
1991-04-01,0.949999988
1991-05-01,1.02769523290476
1991-06-01,1.14036500455
1991-07-01,1.14516086682609
1991-08-01,1.13008094404762
1991-09-01,1.115552397
1991-10-01,1.11577390586957
1991-11-01,1.1098
1991-12-01,1.10846000905
1992-01-01,1.12571306334783
1992-02-01,1.18461499815
1992-03-01,1.34431363772727
1992-04-01,1.36155238038095
1992-05-01,1.36962999695
1992-06-01,1.369933327
1992-07-01,1.35202608408696
1992-08-01,1.35833808352381
1992-09-01,1.38308183177273
1992-10-01,1.436599997
1992-11-01,1.5230199992
1992-12-01,1.54541817031818
1993-01-01,1.58841904571429
1993-02-01,1.6326099992
1993-03-01,1.66153478108696
1993-04-01,1.6547476167619
1993-05-01,1.68240500685
1993-06-01,1.73602855771429
1993-07-01,1.80065454672727
1993-08-01,1.85057726772727
1993-09-01,1.96546363290909
1993-10-01,2.0060000022381
1993-11-01,2.07596498725
1993-12-01,2.10816085856522
1994-01-01,2.15963807571429
1994-02-01,2.19181498295
1994-03-01,2.20052173865217
1994-04-01,2.24064500335
1994-05-01,2.24948502765
1994-06-01,2.26220951771429
1994-07-01,2.25502382
1994-08-01,2.2878818295
1994-09-01,2.311440923
1994-10-01,2.31751499175
1994-11-01,2.3659850002
1994-12-01,2.43110954195238
1995-01-01,2.43335452940909
1995-02-01,2.4434200167
1995-03-01,2.393343459
1995-04-01,2.39231051894737
1995-05-01,2.38988947873684
1995-06-01,2.34459521661905
1995-07-01,2.36635713347619
1995-08-01,2.44083334152381
1995-09-01,2.4623809542381
1995-10-01,2.44420454736364
1995-11-01,2.4742857047619
1995-12-01,2.51539472526316
1996-01-01,2.50980436278261
1996-02-01,2.54371427352381
1996-03-01,2.575666666
1996-04-01,2.62180955066667
1996-05-01,2.67464284709524
1996-06-01,2.71300003545
1996-07-01,2.71695655326087
1996-08-01,2.72681818181818
1996-09-01,2.77333333333333
1996-10-01,2.81695652173913
1996-11-01,2.81428571428571
1996-12-01,2.859
1997-01-01,2.92727272727273
1997-02-01,3.026
1997-03-01,3.07809523809524
1997-04-01,3.11857142857143
1997-05-01,3.173
1997-06-01,3.23428571428571
1997-07-01,3.38869565217391
1997-08-01,3.4795
1997-09-01,3.45571428571429
1997-10-01,3.42130434782609
1997-11-01,3.48789473684211
1997-12-01,3.532
1998-01-01,3.53190476190476
1998-02-01,3.5355
1998-03-01,3.45909090909091
1998-04-01,3.42
1998-05-01,3.415
1998-06-01,3.47636363636364
1998-07-01,3.45991304347826
1998-08-01,3.56761904761905
1998-09-01,3.60954545454545
1998-10-01,3.49909090909091
1998-11-01,3.44619047619048
1998-12-01,3.48363636363636
1999-01-01,3.5285
1999-02-01,3.781
1999-03-01,3.94130434782609
1999-04-01,3.9925
1999-05-01,3.93571428571429
1999-06-01,3.94636363636364
1999-07-01,3.88590909090909
1999-08-01,3.95045454545455
1999-09-01,4.07590909090909
1999-10-01,4.10904761904762
1999-11-01,4.25142857142857
1999-12-01,4.17428571428571
2000-01-01,4.1035
2000-02-01,4.15047619047619
2000-03-01,4.0904347826087
2000-04-01,4.23
2000-05-01,4.49304347826087
2000-06-01,4.39136363636364
2000-07-01,4.31404761904762
2000-08-01,4.35434782608696
2000-09-01,4.4875
2000-10-01,4.63818181818182
2000-11-01,4.56318181818182
2000-12-01,4.332
2001-01-01,4.11545454545455
2001-02-01,4.0915
2001-03-01,4.05954545454545
2001-04-01,4.025
2001-05-01,3.98304347826087
2001-06-01,3.97007142857143
2001-07-01,4.19772727272727
2001-08-01,4.2504347826087
2001-09-01,4.22
2001-10-01,4.13739130434783
2001-11-01,4.09454545454545
2001-12-01,4.02166666666667
2002-01-01,4.06272727272727
2002-02-01,4.1915
2002-03-01,4.14
2002-04-01,4.06363636363636
2002-05-01,4.04478260869565
2002-06-01,4.028
2002-07-01,4.11521739130435
2002-08-01,4.17727272727273
2002-09-01,4.15
2002-10-01,4.12521739130435
2002-11-01,3.95428571428571
2002-12-01,3.92684210526316
2003-01-01,3.83045454545455
2003-02-01,3.8645
2003-03-01,4.00904761904762
2003-04-01,3.96181818181818
2003-05-01,3.74318181818182
2003-06-01,3.80142857142857
2003-07-01,3.89782608695652
2003-08-01,3.91190476190476
2003-09-01,3.975
2003-10-01,3.9195652173913
2003-11-01,3.9505
2003-12-01,3.79571428571429
2004-01-01,3.7247619047619
2004-02-01,3.8325
2004-03-01,3.88304347826087
2004-04-01,3.96227272727273
2004-05-01,3.93285714285714
2004-06-01,3.77772727272727
2004-07-01,3.64363636363636
2004-08-01,3.63318181818182
2004-09-01,3.58363636363636
2004-10-01,3.46
2004-11-01,3.28590909090909
2004-12-01,3.09086956521739
2005-01-01,3.10238095238095
2005-02-01,3.0675
2005-03-01,3.0504347826087
2005-04-01,3.2052380952381
2005-05-01,3.29409090909091
2005-06-01,3.33954545454545
2005-07-01,3.40380952380952
2005-08-01,3.28608695652174
2005-09-01,3.19545454545455
2005-10-01,3.26238095238095
2005-11-01,3.36381818181818
2005-12-01,3.23763636363636
2006-01-01,3.15268181818182
2006-02-01,3.17915
2006-03-01,3.2265652173913
2006-04-01,3.19325
2006-05-01,3.04869565217391
2006-06-01,3.18304545454545
2006-07-01,3.1447619047619
2006-08-01,3.05047826086957
2006-09-01,3.11790476190476
2006-10-01,3.08781818181818
2006-11-01,2.96654545454545
2006-12-01,2.89080952380952
2007-01-01,2.98517391304348
2007-02-01,2.97735
2007-03-01,2.93068181818182
2007-04-01,2.82309523809524
2007-05-01,2.79904347826087
2007-06-01,2.83395238095238
2007-07-01,2.74736363636364
2007-08-01,2.79913043478261
2007-09-01,2.72395
2007-10-01,2.60308695652174
2007-11-01,2.48786363636364
2007-12-01,2.47265
2008-01-01,2.45247826086957
2008-02-01,2.42552380952381
2008-03-01,2.27847619047619
2008-04-01,2.18586363636364
2008-05-01,2.18872727272727
2008-06-01,2.17042857142857
2008-07-01,2.06691304347826
2008-08-01,2.20038095238095
2008-09-01,2.34813636363636
2008-10-01,2.6985652173913
2008-11-01,2.9341
2008-12-01,2.97145
2009-01-01,3.2212
2009-02-01,3.6327
2009-03-01,3.53990909090909
2009-04-01,3.33422727272727
2009-05-01,3.22642857142857
2009-06-01,3.21361363636364
2009-07-01,3.04652173913043
2009-08-01,2.89033333333333
2009-09-01,2.85181818181818
2009-10-01,2.84204545454545
2009-11-01,2.78985714285714
2009-12-01,2.841
2010-01-01,2.84480952380952
2010-02-01,2.93005
2010-03-01,2.86360869565217
2010-04-01,2.8925
2010-05-01,3.23290476190476
2010-06-01,3.35672727272727
2010-07-01,3.18704545454545
2010-08-01,3.08768181818182
2010-09-01,3.01483636363636
2010-10-01,2.84338095238095
2010-11-01,2.90022727272727
2010-12-01,3.02039130434783
2011-01-01,2.90619047619048
2011-02-01,2.873
2011-03-01,2.86352173913043
2011-04-01,2.74109523809524
2011-05-01,2.75059090909091
2011-06-01,2.7525
2011-07-01,2.79252380952381
2011-08-01,2.87582608695652
2011-09-01,3.15154545454545
2011-10-01,3.17111428571429
2011-11-01,3.26568181818182
2011-12-01,3.40163636363636
2012-01-01,3.3865
2012-02-01,3.155
2012-03-01,3.128
2012-04-01,3.17057142857143
2012-05-01,3.35786956521739
2012-06-01,3.42361904761905
2012-07-01,3.40527272727273
2012-08-01,3.294
2012-09-01,3.20555
2012-10-01,3.16313043478261
2012-11-01,3.21681818181818
2012-12-01,3.1157619047619
2013-01-01,3.10847826086957
2013-02-01,3.1218
2013-03-01,3.20838095238095
2013-04-01,3.17486363636364
2013-05-01,3.22157142857143
2013-06-01,3.24616
2013-07-01,3.26985217391304
2013-08-01,3.17650909090909
2013-09-01,3.17369047619048
2013-10-01,3.07245217391304
2013-11-01,3.1014619047619
2013-12-01,3.04815
2014-01-01,3.06551304347826
2014-02-01,3.05719
2014-03-01,3.03945714285714
2014-04-01,3.02976363636364
2014-05-01,3.04204090909091
2014-06-01,3.04358095238095
2014-07-01,3.05973913043478
2014-08-01,3.14685238095238
2014-09-01,3.24565909090909
2014-10-01,3.31692173913043
2014-11-01,3.377455
2014-12-01,3.42701739130435
2015-01-01,3.67282272727273
2015-02-01,3.677865
2015-03-01,3.81201363636364
2015-04-01,3.73360909090909
2015-05-01,3.65617619047619
2015-06-01,3.71228181818182
2015-07-01,3.77492173913043
2015-08-01,3.7667
2015-09-01,3.75390909090909
2015-10-01,3.78115454545455
2015-11-01,3.95895238095238
2015-12-01,3.94244782608696
2016-01-01,4.04776666666667
2016-02-01,3.96300952380952
2016-03-01,3.86500434782609
2016-04-01,3.7994619047619
2016-05-01,3.89763636363636
2016-06-01,3.91506818181818
2016-07-01,3.97570952380952
2016-08-01,3.83906956521739
2016-09-01,3.85568636363636
2016-10-01,3.90602857142857
2016-11-01,4.06078181818182
2016-12-01,4.20407272727273
2017-01-01,4.11659090909091
2017-02-01,4.04991
2017-03-01,4.01506086956522
2017-04-01,3.957725
2017-05-01,3.8067652173913
2017-06-01,3.74727272727273
2017-07-01,3.68220476190476
2017-08-01,3.6108347826087
2017-09-01,3.58360952380952
2017-10-01,3.62818636363636
2017-11-01,3.60305
2017-12-01,3.55072857142857
2018-01-01,3.41768695652174
2018-02-01,3.37137
2018-03-01,3.41372272727273
2018-04-01,3.41609047619048
2018-05-01,3.62008260869565
2018-06-01,3.68678095238095
2018-07-01,3.70611818181818
2018-08-01,3.71313043478261
2018-09-01,3.687845
2018-10-01,3.74810434782609
2018-11-01,3.78809090909091
2018-12-01,3.76777619047619
2019-01-01,3.76064347826087
2019-02-01,3.80471
2019-03-01,3.80147142857143
2019-04-01,3.81360454545455
2019-05-01,3.84086086956522
2019-06-01,3.77941
2019-07-01,3.79678260869565
2019-08-01,3.90529090909091
2019-09-01,3.9548
2019-10-01,3.89494782608696
2019-11-01,3.87654761904762
2019-12-01,3.84464090909091
2020-01-01,3.82993043478261
2020-02-01,3.921165
2020-03-01,4.01361363636364
2020-04-01,4.18051818181818
2020-05-01,4.16055238095238
2020-06-01,3.94405
2020-07-01,3.8862
2020-08-01,3.72000952380952
2020-09-01,3.79286818181818
2020-10-01,3.86071363636364
2020-11-01,3.80234285714286
2020-12-01,3.68141304347826
2021-01-01,3.72876666666667
2021-02-01,3.71755
2021-03-01,3.86393913043478
2021-04-01,3.81953181818182
2021-05-01,3.72854761904762
2021-06-01,3.73626818181818
2021-07-01,3.86022727272727
2021-08-01,3.88189545454545
2021-09-01,3.87974545454545
2021-10-01,3.96004761904762
2021-11-01,4.06944090909091
2021-12-01,4.08450869565217
2022-01-01,4.02114285714286
2022-02-01,4.013855
2022-03-01,4.3153652173913
2022-04-01,4.29493333333333
2022-05-01,4.3965
2022-06-01,4.38909545454545
2022-07-01,4.68672380952381
2022-08-01,4.66044347826087
2022-09-01,4.78823636363636
2022-10-01,4.88944285714286
2022-11-01,4.61485
2022-12-01,4.42237272727273
2023-01-01,4.35752727272727
2023-02-01,4.42683
2023-03-01,4.38365652173913
2023-04-01,4.233235
2023-05-01,4.17657391304348
2023-06-01,4.11970454545455
2023-07-01,4.01897619047619
2023-08-01,4.08640869565217
2023-09-01,4.30334761904762
2023-10-01,4.27085
2023-11-01,4.07355
2023-12-01,3.96958095238095
