Date,China
1970-12-01,100.00000
1971-01-01,100.00000
1971-02-01,100.00000
1971-03-01,100.00000
1971-04-01,100.00000
1971-05-01,100.00000
1971-06-01,100.00000
1971-07-01,100.00000
1971-08-01,100.00000
1971-09-01,100.00000
1971-10-01,100.00000
1971-11-01,100.00000
1971-12-01,100.00000
1972-01-01,92.09928
1972-02-01,92.09928
1972-03-01,92.09928
1972-04-01,92.09928
1972-05-01,92.09928
1972-06-01,92.09928
1972-07-01,90.07230
1972-08-01,90.07230
1972-09-01,90.07230
1972-10-01,90.07230
1972-11-01,90.47039
1972-12-01,90.99439
1973-01-01,90.99439
1973-02-01,86.50175
1973-03-01,80.83922
1973-04-01,81.50134
1973-05-01,80.56300
1973-06-01,77.84548
1973-07-01,76.25315
1973-08-01,78.07295
1973-09-01,78.04452
1973-10-01,77.63831
1973-11-01,80.02681
1973-12-01,81.45260
1974-01-01,82.69559
1974-02-01,81.99691
1974-03-01,80.85141
1974-04-01,79.41344
1974-05-01,77.22398
1974-06-01,78.78382
1974-07-01,79.06004
1974-08-01,80.18117
1974-09-01,81.32261
1974-10-01,79.86839
1974-11-01,78.29637
1974-12-01,76.24096
1975-01-01,73.74685
1975-02-01,72.57698
1975-03-01,71.41522
1975-04-01,72.57698
1975-05-01,72.15046
1975-06-01,71.87018
1975-07-01,75.29450
1975-08-01,78.86100
1975-09-01,79.77496
1975-10-01,79.30782
1975-11-01,79.12097
1975-12-01,79.86839
1976-01-01,79.86839
1976-02-01,79.25908
1976-03-01,79.66529
1976-04-01,79.79121
1976-05-01,79.96182
1976-06-01,79.92932
1976-07-01,79.49062
1976-08-01,78.75132
1976-09-01,77.93891
1976-10-01,77.49208
1976-11-01,77.28491
1976-12-01,76.90308
1977-01-01,77.06556
1977-02-01,77.59363
1977-03-01,77.22398
1977-04-01,76.75684
1977-05-01,76.26940
1977-06-01,76.22471
1977-07-01,75.29450
1977-08-01,75.01422
1977-09-01,75.08327
1977-10-01,74.43740
1977-11-01,73.32440
1977-12-01,71.30149
1978-01-01,69.38825
1978-02-01,68.13307
1978-03-01,67.39784
1978-04-01,68.74238
1978-05-01,70.33878
1978-06-01,70.07068
1978-07-01,69.66447
1978-08-01,68.83581
1978-09-01,68.80331
1978-10-01,67.32066
1978-11-01,66.40669
1978-12-01,65.55772
1979-01-01,64.27411
1979-02-01,63.93289
1979-03-01,63.83947
1979-04-01,64.29442
1979-05-01,64.57876
1979-06-01,64.07913
1979-07-01,62.74271
1979-08-01,62.79145
1979-09-01,62.26338
1979-10-01,61.97092
1979-11-01,61.97904
1979-12-01,61.20318
1980-01-01,60.67512
1980-02-01,60.95540
1980-03-01,63.00674
1980-04-01,62.84020
1980-05-01,60.54513
1980-06-01,59.50930
1980-07-01,59.00133
1980-08-01,59.81780
1980-09-01,59.63501
1980-10-01,60.13058
1980-11-01,61.63354
1980-12-01,62.63281
1981-01-01,62.90903
1981-02-01,65.42344
1981-03-01,66.13023
1981-04-01,67.51133
1981-05-01,69.97700
1981-06-01,71.51246
1981-07-01,71.24030
1981-08-01,72.92199
1981-09-01,71.09000
1981-10-01,71.10625
1981-11-01,70.46038
1981-12-01,70.59037
1982-01-01,71.80492
1982-02-01,73.82376
1982-03-01,74.65649
1982-04-01,75.22517
1982-05-01,73.51099
1982-06-01,77.05716
1982-07-01,78.13767
1982-08-01,78.75104
1982-09-01,79.22630
1982-10-01,80.51803
1982-11-01,81.00141
1982-12-01,78.79978
1983-01-01,77.99549
1983-02-01,79.62844
1983-03-01,80.34742
1983-04-01,80.72113
1983-05-01,80.63989
1983-06-01,80.81456
1983-07-01,80.78612
1983-08-01,80.42866
1983-09-01,80.48553
1983-10-01,79.68531
1983-11-01,80.79425
1983-12-01,80.70895
1984-01-01,82.91464
1984-02-01,83.56457
1984-03-01,83.71080
1984-04-01,84.86036
1984-05-01,88.63807
1984-06-01,89.86075
1984-07-01,93.17945
1984-08-01,96.03914
1984-09-01,102.87557
1984-10-01,103.84234
1984-11-01,108.11562
1984-12-01,113.29474
1985-01-01,114.09496
1985-02-01,114.75708
1985-03-01,115.60199
1985-04-01,115.40701
1985-05-01,115.66698
1985-06-01,116.27629
1985-07-01,116.73530
1985-08-01,117.89299
1985-09-01,120.34240
1985-10-01,124.59537
1985-11-01,130.04665
1985-12-01,130.04665
1986-01-01,130.04665
1986-02-01,130.27006
1986-03-01,130.47317
1986-04-01,130.23350
1986-05-01,129.75824
1986-06-01,130.12789
1986-07-01,147.78564
1986-08-01,150.44222
1986-09-01,150.56408
1986-10-01,150.96216
1986-11-01,151.19370
1986-12-01,151.19370
1987-01-01,151.19370
1987-02-01,151.19370
1987-03-01,151.19370
1987-04-01,151.19370
1987-05-01,151.19370
1987-06-01,151.19370
1987-07-01,151.19370
1987-08-01,151.19370
1987-09-01,151.19370
1987-10-01,151.19370
1987-11-01,151.19370
1987-12-01,151.19370
1988-01-01,151.19370
1988-02-01,151.19370
1988-03-01,151.19370
1988-04-01,151.19370
1988-05-01,151.19370
1988-06-01,151.19370
1988-07-01,151.19370
1988-08-01,151.19370
1988-09-01,151.19370
1988-10-01,151.19370
1988-11-01,151.19370
1988-12-01,151.19370
1989-01-01,151.19370
1989-02-01,151.19370
1989-03-01,151.19370
1989-04-01,151.19370
1989-05-01,151.19370
1989-06-01,151.19370
1989-07-01,151.19370
1989-08-01,151.19370
1989-09-01,151.19370
1989-10-01,151.19370
1989-11-01,151.19370
1989-12-01,172.15796
1990-01-01,191.81424
1990-02-01,191.81424
1990-03-01,191.81424
1990-04-01,191.81424
1990-05-01,191.81424
1990-06-01,191.81424
1990-07-01,191.81424
1990-08-01,191.81424
1990-09-01,191.81424
1990-10-01,191.81424
1990-11-01,201.29101
1990-12-01,212.12451
1991-01-01,212.12451
1991-02-01,212.12451
1991-03-01,212.12451
1991-04-01,213.90369
1991-05-01,215.85347
1991-06-01,217.46205
1991-07-01,217.54329
1991-08-01,217.69765
1991-09-01,218.27446
1991-10-01,218.49787
1991-11-01,219.37934
1991-12-01,219.88303
1992-01-01,221.30475
1992-02-01,221.93031
1992-03-01,222.33245
1992-04-01,223.27078
1992-05-01,223.55919
1992-06-01,222.40150
1992-07-01,221.10571
1992-08-01,220.51671
1992-09-01,223.20173
1992-10-01,224.91185
1992-11-01,228.00714
1992-12-01,235.52600
1993-01-01,234.13678
1993-02-01,234.37644
1993-03-01,232.80848
1993-04-01,231.79297
1993-05-01,232.41853
1993-06-01,233.05627
1993-07-01,234.02304
1993-08-01,234.64047
1993-09-01,235.07105
1993-10-01,235.06292
1993-11-01,235.38383
1993-12-01,235.87534
1994-01-01,353.39867
1994-02-01,353.51241
1994-03-01,353.51241
1994-04-01,353.21588
1994-05-01,351.97289
1994-06-01,351.66011
1994-07-01,350.97363
1994-08-01,348.92229
1994-09-01,346.91157
1994-10-01,346.46475
1994-11-01,345.96105
1994-12-01,344.66981
1995-01-01,342.89014
1995-02-01,342.65048
1995-03-01,342.33364
1995-04-01,342.12647
1995-05-01,337.88163
1995-06-01,337.18702
1995-07-01,337.17889
1995-08-01,337.45511
1995-09-01,337.90194
1995-10-01,337.78008
1995-11-01,337.69884
1995-12-01,337.78414
1996-01-01,337.90600
1996-02-01,337.68665
1996-03-01,338.32439
1996-04-01,338.43001
1996-05-01,338.32033
1996-06-01,338.06442
1996-07-01,337.80039
1996-08-01,337.47949
1996-09-01,337.32513
1996-10-01,337.14640
1996-11-01,337.12202
1996-12-01,337.10984
1997-01-01,337.00016
1997-02-01,336.86205
1997-03-01,336.97579
1997-04-01,336.97579
1997-05-01,336.86205
1997-06-01,336.82956
1997-07-01,336.78894
1997-08-01,336.71988
1997-09-01,336.63052
1997-10-01,336.49241
1997-11-01,336.38273
1997-12-01,336.32180
1998-01-01,336.30149
1998-02-01,336.30149
1998-03-01,336.30555
1998-04-01,336.30555
1998-05-01,336.29743
1998-06-01,336.32586
1998-07-01,336.32992
1998-08-01,336.33399
1998-09-01,336.29743
1998-10-01,336.24868
1998-11-01,336.24868
1998-12-01,336.25275
1999-01-01,336.29743
1999-02-01,336.25681
1999-03-01,336.30149
1999-04-01,336.30555
1999-05-01,336.27712
1999-06-01,336.25640
1999-07-01,336.24056
1999-08-01,336.22634
1999-09-01,336.23406
1999-10-01,336.23243
1999-11-01,336.26452
1999-12-01,336.31083
2000-01-01,336.30758
2000-02-01,336.26168
2000-03-01,336.27955
2000-04-01,336.30921
2000-05-01,336.26087
2000-06-01,336.22431
2000-07-01,336.31368
2000-08-01,336.32058
2000-09-01,336.32180
2000-10-01,336.27549
2000-11-01,336.23040
2000-12-01,336.22228
2001-01-01,336.24097
2001-02-01,336.21862
2001-03-01,336.23772
2001-04-01,336.22025
2001-05-01,336.22634
2001-06-01,336.21781
2001-07-01,336.21172
2001-08-01,336.21497
2001-09-01,336.20847
2001-10-01,336.20847
2001-11-01,336.21131
2001-12-01,336.21091
2002-01-01,336.20238
2002-02-01,336.20278
2002-03-01,336.21944
2002-04-01,336.22431
2002-05-01,336.21578
2002-06-01,336.21822
2002-07-01,336.20806
2002-08-01,336.20400
2002-09-01,336.21456
2002-10-01,336.21619
2002-11-01,336.22187
2002-12-01,336.22594
2003-01-01,336.20847
2003-02-01,336.22675
2003-03-01,336.22512
2003-04-01,336.22147
2003-05-01,336.21253
2003-06-01,336.21903
2003-07-01,336.22512
2003-08-01,336.21659
2003-09-01,336.22106
2003-10-01,336.20725
2003-11-01,336.21253
2003-12-01,336.21619
2004-01-01,336.21578
2004-02-01,336.22106
2004-03-01,336.22147
2004-04-01,336.21294
2004-05-01,336.21903
2004-06-01,336.20238
2004-07-01,336.20522
2004-08-01,336.20806
2004-09-01,336.20197
2004-10-01,336.19750
2004-11-01,336.19588
2004-12-01,336.19588
2005-01-01,336.19588
2005-02-01,336.19588
2005-03-01,336.19588
2005-04-01,336.19588
2005-05-01,336.19588
2005-06-01,336.19588
2005-07-01,334.30824
2005-08-01,329.09459
2005-09-01,328.69651
2005-10-01,328.59740
2005-11-01,328.37927
2005-12-01,328.03927
2006-01-01,327.66110
2006-02-01,326.97461
2006-03-01,326.38764
2006-04-01,325.59920
2006-05-01,325.55126
2006-06-01,325.23686
2006-07-01,324.58856
2006-08-01,323.88095
2006-09-01,322.37271
2006-10-01,321.03385
2006-11-01,319.52399
2006-12-01,317.81346
2007-01-01,316.41733
2007-02-01,314.99724
2007-03-01,314.36153
2007-04-01,313.82249
2007-05-01,311.69844
2007-06-01,310.05737
2007-07-01,307.88580
2007-08-01,307.71235
2007-09-01,305.64070
2007-10-01,304.67962
2007-11-01,301.53884
2007-12-01,299.45298
2008-01-01,294.40994
2008-02-01,291.04777
2008-03-01,287.39883
2008-04-01,284.37463
2008-05-01,283.29291
2008-06-01,280.21550
2008-07-01,277.74820
2008-08-01,278.31161
2008-09-01,277.46305
2008-10-01,277.50123
2008-11-01,277.37978
2008-12-01,277.95374
2009-01-01,277.76648
2009-02-01,277.67224
2009-03-01,277.77217
2009-04-01,277.48566
2009-05-01,277.21701
2009-06-01,277.57010
2009-07-01,277.52057
2009-08-01,277.52821
2009-09-01,277.39396
2009-10-01,277.33861
2009-11-01,277.33227
2009-12-01,277.35219
2010-01-01,277.32966
2010-02-01,277.31803
2010-03-01,277.29362
2010-04-01,277.28217
2010-05-01,277.33244
2010-06-01,276.88989
2010-07-01,275.31227
2010-08-01,275.81843
2010-09-01,273.86462
2010-10-01,271.06789
2010-11-01,270.36136
2010-12-01,270.27319
2011-01-01,268.23301
2011-02-01,267.44707
2011-03-01,266.72434
2011-04-01,265.21893
2011-05-01,264.01359
2011-06-01,263.13326
2011-07-01,262.45802
2011-08-01,260.33808
2011-09-01,259.27276
2011-10-01,258.20444
2011-11-01,257.50171
2011-12-01,257.07113
2012-01-01,256.55119
2012-02-01,255.92401
2012-03-01,256.23989
2012-04-01,255.77056
2012-05-01,256.12738
2012-06-01,256.63202
2012-07-01,256.88524
2012-08-01,257.54886
2012-09-01,257.51026
2012-10-01,256.49242
2012-11-01,255.73715
2012-12-01,255.50521
2013-01-01,255.04524
2013-02-01,255.26758
2013-03-01,254.87677
2013-04-01,253.75920
2013-05-01,251.75816
2013-06-01,250.66040
2013-07-01,250.69980
2013-08-01,250.65973
2013-09-01,250.14804
2013-10-01,249.42806
2013-11-01,249.31346
2013-12-01,248.48395
2014-01-01,247.94434
2014-02-01,248.32418
2014-03-01,249.28439
2014-04-01,250.02387
2014-05-01,250.33963
2014-06-01,250.07473
2014-07-01,250.52716
2014-08-01,250.24746
2014-09-01,249.90059
2014-10-01,249.57425
2014-11-01,249.58544
2014-12-01,248.76907
2015-01-01,248.89764
2015-02-01,249.18059
2015-03-01,249.83855
2015-04-01,248.99491
2015-05-01,248.36016
2015-06-01,248.44082
2015-07-01,248.46364
2015-08-01,256.13589
2015-09-01,258.72500
2015-10-01,257.90258
2015-11-01,258.51530
2015-12-01,262.11214
2016-01-01,267.04091
2016-02-01,265.81728
2016-03-01,264.32154
2016-04-01,263.16970
2016-05-01,265.20418
2016-06-01,267.92352
2016-07-01,271.30071
2016-08-01,270.09249
2016-09-01,271.04609
2016-10-01,274.15180
2016-11-01,277.58471
2016-12-01,281.17420
2017-01-01,280.19920
2017-02-01,279.18758
2017-03-01,280.16938
2017-04-01,279.93959
2017-05-01,279.87002
2017-06-01,276.54443
2017-07-01,275.06116
2017-08-01,270.97837
2017-09-01,266.81376
2017-10-01,268.80742
2017-11-01,269.12670
2017-12-01,267.83354
2018-01-01,261.15001
2018-02-01,256.45668
2018-03-01,256.70056
2018-04-01,255.89207
2018-05-01,258.92672
2018-06-01,262.64000
2018-07-01,272.92804
2018-08-01,278.32362
2018-09-01,278.51652
2018-10-01,281.75814
2018-11-01,281.93862
2018-12-01,279.69384
2019-01-01,275.71751
2019-02-01,273.60427
2019-03-01,272.62938
2019-04-01,272.83461
2019-05-01,279.07378
2019-06-01,280.33751
2019-07-01,279.36664
2019-08-01,286.86722
2019-09-01,289.05061
2019-10-01,287.72004
2019-11-01,285.08776
2019-12-01,285.17841
2020-01-01,281.13609
2020-02-01,284.33008
2020-03-01,285.07788
2020-04-01,287.29281
2020-05-01,288.85718
2020-06-01,287.82941
2020-07-01,284.66989
2020-08-01,281.47170
2020-09-01,276.58666
2020-10-01,272.24724
2020-11-01,268.42735
2020-12-01,265.82820
2021-01-01,262.75587
2021-02-01,262.39242
2021-03-01,264.41585
2021-04-01,264.81089
2021-05-01,261.22636
2021-06-01,260.96625
2021-07-01,263.00620
2021-08-01,263.06377
2021-09-01,262.25407
2021-10-01,260.43262
2021-11-01,259.56808
2021-12-01,258.63765
2022-01-01,258.18210
2022-02-01,257.58999
2022-03-01,257.73289
2022-04-01,261.33308
2022-05-01,272.86643
2022-06-01,271.99877
2022-07-01,273.59414
2022-08-01,276.30796
2022-09-01,285.57131
2022-10-01,293.48799
2022-11-01,291.68877
2022-12-01,283.65034
2023-01-01,276.02874
2023-02-01,277.66190
2023-03-01,280.15331
2023-04-01,279.81756
2023-05-01,284.11864
2023-06-01,290.94353
2023-07-01,291.87032
2023-08-01,294.61599
2023-09-01,296.49892
2023-10-01,296.99757
2023-11-01,293.94382
2023-12-01,290.41958
